npc_name,ge_page_title,join_pass,client_display_name,actor_id_count,actor_ids,actor_id_prefixes,race,clan,gender,occupation,affiliation,zones,map_coords
Slafborn,Slafborn,exact,slafborn,1,1500083,15,Roegadyn,Hellsguard,Male,Gatewarden,Ishgard,Mor Dhona,20-17
Slow-witted Miner,Slow-witted Miner,exact,slow-witted miner,2,1000689 1700012,10 17,Lalafell,,Male,,,Ul'dah,x-x
Smirking Barracuda Knight,Smirking Barracuda Knight,exact,smirking barracuda knight,1,1000109,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,2-6
Smirking Sellsword,Smirking Sellsword,exact,smirking sellsword,1,1000892,10,Roegadyn,Sea Wolves,Male,Mercenary,Ul'dah,Ul'dah,5-5
Smydhaemr,Smydhaemr,exact,smydhaemr,1,1001458,10,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-7
Soileine,Soileine,exact,soileine,2,1000234 1700030,10 17,Elezen,Wildwood Elezen,Female,,Gridania,Gridania,2-1
Solelle,Solelle,exact,solelle,1,1000362,10,Elezen,,Female,,,Western La Noscea,15-18
Solklinsyn,Solklinsyn,other-locale,storm sergeant solklinsyn,2,1001619 1002105,10,Roegadyn,Sea Wolves,Male,Event NPC,Limsa Lominsa,Limsa Lominsa,7-6
Solkzagyl,Solkzagyl,exact,solkzagyl,1,1060041,10,Roegadyn,Sea Wolves,Male,,Ul'dah,Western Thanalan,8-30
Somber Meadow,Somber Meadow,other-locale,flame lieutenant somber meadow,2,1001624 1002110,10,Roegadyn,Sea Wolf,Male,Event NPC,Ul'dah,Ul'dah,5-3
Sosoze,Sosoze,exact,sosoze,2,1000265 1700034,10 17,Lalafell,Plainsfolk,Female,,Limsa Lominsa,Limsa Lominsa,7-7
Soulward Spriggan,Soulward Spriggan (Gridania),exact,soulward spriggan,7,1002002 1002003 1002004 1002005 1002006 1002007 1002008,10,Spriggan,,,Event NPC,,Gridania,5-5
Spaerfedar,Spaerfedar,exact,spaerfedar,1,1600018,16,Roegadyn,Sea Wolves,Male,Merchant,Gridania,Gridania,7-3
Spiraling Path,Spiraling Path,exact,spiraling path,1,1001449,10,Roegadyn,Hellsguard,Male,,,Western Thanalan,5-26
Sprightly Miner,Sprightly Miner,exact,sprightly miner,2,1000698 1700021,10 17,Elezen,Duskwight Elezen,Female,Miner,Ul'dah,Ul'dah,6-6
Spry Salesman,Spry Salesman,exact,spry salesman,1,1000939,10,Hyur,Midlanders,Male,,Ul'dah,Ul'dah,4-6
Sreda,Sreda,exact,sreda,1,1600083,16,Hyur,Midlander,Female,Merchant,Ul'dah,Ul'dah,6-6
Stangyth,Stangyth,exact,stangyth,1,1500208,15,Hyur,Midlander,Female,,Ul'dah,Ul'dah,1-1
Stanilde,Stanilde,exact,stanilde,1,1600020,16,Hyur,Midlander,Female,Merchant,Gridania,Gridania,8-4
Stephannot,Stephannot (1.0),exact,stephannot,1,1000278,10,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,7-5
Stern-faced Sea Wolf,Stern-faced Sea Wolf,exact,stern-faced sea wolf,1,1001222,10,Roegadyn,Sea Wolf,Male,,Ul'dah,Ul'dah,5-5
Sthalmann,Sthalmann,exact,sthalmann,4,1000002 1000926 1002052 6000098,10 60,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,2-6
Storm Captain,Storm Captain (1.x),exact,storm captain,1,1001952,10,Hyur,Midlander,Male,Storm Captain,Limsa Lominsa,Limsa Lominsa,0-0
Storm Captain Loetahlsyn,Storm Captain Loetahlsyn,exact,storm captain loetahlsyn,3,1002087 1002088 1002089,10,Roegadyn,Sea Wolves,Male,Storm Captain,Limsa Lominsa,Limsa Lominsa,5-7
Storm Captain Roemannsyn,Storm Captain Roemannsyn,spelling-folded,storm captain roehmannsyn,1,1001813,10,Roegadyn,Sea Wolves,Male,Storm Captain,Limsa Lominsa,Mor Dhona,9-13
Storm Lieutenant Bharbennsyn,Storm Commander Bharbennsyn,exact,storm lieutenant bharbennsyn,1,1001737,10,Roegadyn,Sea Wolves,Male,Storm Lieutenant,Limsa Lominsa,Limsa Lominsa,1-1
Storm Commander Rhiki,Storm Commander Rhiki,exact,storm commander rhiki,1,1001810,10,Miqo'te,Keepers of the Moon,Female,Storm Commander,Limsa Lominsa,Mor Dhona,9-13
Guincum,Storm Lieutenant Guincum,exact,storm lieutenant guincum,1,1500199,15,Hyur,Midlander,Male,Storm Lieutenant,Limsa Lominsa,Limsa Lominsa,
Storm Lieutenant Hidden Sunset,Storm Lieutenant Hidden Sunset,exact,storm lieutenant hidden sunset,1,1001814,10,Roegadyn,Sea Wolves,Male,Storm Private,Limsa Lominsa,Mor Dhona,9-13
Storm Lieutenant Taqa,Storm Lieutenant Taqa,exact,storm lieutenant taqa,1,1500210,15,Miqo'te,Keepers of the Moon,Female,Storm Lieutenant,Limsa Lominsa,Limsa Lominsa,1-1
Storm Marshal Slafyrsyn,Storm Marshal Slafyrsyn,exact,storm marshal slafyrsyn,1,1060024,10,Roegadyn,Sea Wolves,Male,Storm Marshal,Limsa Lominsa,Gridania,3-2
Storm Private Abel,Storm Private Abel,exact,storm private abel,1,1500322,15,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,5-6
Storm Private Gardner,Storm Private Gardner,exact,storm private gardner,1,1500321,15,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,7-6
Storm Private Holt,Storm Private Holt,exact,storm private holt,1,1500339,15,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,9-5
Storm Private Hunt,Storm Private Hunt,exact,storm private hunt,1,1500330,15,Hyur,Midlander,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,4-5
Storm Private Klinmoersyn,Storm Private Klinmoersyn,exact,storm private klinmoersyn,1,1500388,15,Roegadyn,Sea Wolves,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,1-1
Storm Private Potter,Storm Private Potter,exact,storm private potter,1,1500323,15,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,7-3
Storm Private Rhof,Storm Private Rhof,exact,storm private rhof,1,1500280,15,Miqo'te,Seekers of the Sun,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,1-1
Storm Private Rich,Storm Private Rich,exact,storm private rich,1,1500331,15,Hyur,Midlander,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,7-5
Storm Private Stone,Storm Private Stone,exact,storm private stone,1,1500332,15,Hyur,Midlander,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,6-4
Storm Sergeant Grizzly Gnat,Storm Sergeant Grizzly Gnat,exact,storm sergeant grizzly gnat,1,1500202,15,Roegadyn,Hellsguard,Male,Storm Sergeant,Limsa Lominsa,Limsa Lominsa,1-1
Storm Sergeant Hammil,Storm Sergeant Hammil,exact,storm sergeant hammil,1,1500222,15,Hyur,Highlander,Male,Storm Sergeant,Limsa Lominsa,Cassiopeia Hollow,7-5
Strapping Resistance Member,Strapping Resistance Member,exact,strapping resistance member,1,1000479,10,Roegadyn,,Male,,Ala Mhigo,,
Styrmoeya,Styrmoeya,exact,styrmoeya,1,1000785,10,Roegadyn,Sea Wolves,Male,,Ul'dah,Ul'dah,6-4
Sultry Strumpet,Sultry Strumpet,exact,sultry strumpet,1,1000952,10,Elezen,Wildwood Elezen,Female,,Ul'dah,Ul'dah,6-6
Sundhimal,Sundhimal,exact,sundhimal,1,1000349,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,8-6
Sungi Kelungi,Sungi Kelungi,exact,sungi kelungi,1,1001022,10,Lalafell,,Male,,Ul'dah,Ul'dah,6-6
Sungyve,Sungyve,exact,sungyve,1,1600016,16,Hyur,Midlander,Female,Merchant,,Lower La Noscea,25-29
Sure-voiced Barracuda Knight,Sure-voiced Barracuda Knight,exact,sure-voiced barracuda knight,1,1000286,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,4-6
Suspicious-looking Traveler,Suspicious-looking Traveler,exact,suspicious-looking traveler,1,1000254,10,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,6-3
Swaenhylt,Swaenhylt,exact,swaenhylt,1,1001582,10,Roegadyn,Sea Wolf,Male,,Gridania,Gridania,6-3
Sweetnix Rosycheeks,Sweetnix Rosycheeks,exact,sweetnix rosycheeks,1,1001573,10,Goblin,,,,,Limsa Lominsa,7-4
Swerdahrm,Swerdahrm,exact,swerdahrm,1,1000967,10,Roegadyn,Hellsguard,Male,,Ul'dah,Ul'dah,5-5
Swethyna,Swethyna,exact,swethyna,2,1000028 1000680,10,Hyur,Midlander,Female,Wood Wailer,Gridania,,
Swynbroes,Swynbroes,exact,swynbroes,1,1001728,10,Roegadyn,,Male,Cauldron Carrier,,Central Thanalan,29-20
Sybell,Sybell,exact,sybell,1,1001437,10,Hyur,Midlander,Female,Wood Wailer,Gridania,Gridania,4-4
Syhrdaeg,Syhrdaeg,exact,syhrdaeg,1,1000054,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-2
Sylbyrt,Sylbyrt,exact,sylbyrt,1,1000428,10,Roegadyn,,Male,,Gridania,Gridania,6-6
Sylviel,Sylviel,exact,sylviel,1,1500109,15,Elezen,Wildwood Elezen,Male,,,Western Thanalan,4-26
Syneyhil,Syneyhil,exact,syneyhil,1,1600068,16,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,1-1
Syngsmyd,Syngsmyd,exact,syngsmyd,1,1000177,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,7-7
Synnove,Synnove,exact,synnove,1,1600110,16,,,,Merchant,,Coerthas Western Highlands,19-19
Syntberk,Syntberk,exact,syntberk,1,1001509,10,Roegadyn,Sea Wolves,Male,Yellowjacket,Limsa Lominsa,Limsa Lominsa,9-5
Sysley,Sysley,exact,sysley,1,1600001,16,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Limsa Lominsa,5-5
Syvinmhas,Syvinmhas,exact,syvinmhas,1,1500244,15,Roegadyn,Sea Wolf,Male,Repair Merchant,Limsa Lominsa,Eastern La Noscea,36-25
Syzfrusk,Syzfrusk,exact,syzfrusk,1,1001306,10,Roegadyn,Sea Wolves,Male,,,Eastern La Noscea,31-18
T'mokkri,T'mokkri,exact,t'mokkri,1,1000455,10,Miqo'te,,Female,Local Guildleve Master,Limsa Lominsa,Limsa Lominsa,7-5
T'nbulea,T'nbulea,exact,t'nbulea,1,1001071,10,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,2-1
T'noggya,T'noggya,exact,t'noggya,1,1600093,16,Miqo'te,Seeker of the Sun,Female,Merchant,,Limsa Lominsa,1-1
T'zanza,T'zanza,exact,t'zanza,1,1500162,15,Miqo'te,Seekers of the Sun,Female,Merchant,Limsa Lominsa,Lower Tailors Ward,1-1
Tanguistl,Tanguistl,exact,tanguistl,1,1001340,10,Hyur,Midlander,Female,,Gridania,North Shroud,24-13
Deryk,Tarok Magurok,exact,deryk,1,1500104,15,Lalafell,,Male,,,Coerthas Central Highlands,18-39
Tatagoi,Tatagoi,exact,tatagoi,1,1001080,10,Lalafell,,Male,,Gridania,Gridania,7-3
Tataroga,Tataroga,exact,tataroga,1,1600048,16,Lalafell,Dunesfolk,Male,Merchant,Ul'dah,Ul'dah,7-4
Tataru,Tataru,exact,tataru,1,1001046,10,Lalafell,Dunesfolk,Female,,Ul'dah,Ul'dah,4-4
Tatasako,Tatasako,exact,tatasako,1,1000341,10,Lalafell,Plainsfolk,Male,,Limsa Lominsa,Limsa Lominsa,5-6
Tatasha,Tatasha,exact,tatasha,1,1001465,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-5
Taylor,Taylor,exact,taylor,1,1001447,10,Hyur,Midlander,Male,Merchant,,Western Thanalan,4-26
Tefh Moshroca,Tefh Moshroca,exact,tefh moshroca,1,1000131,10,Miqo'te,Keepers of the Moon,Female,,Limsa Lominsa,Limsa Lominsa,5-2
Tegogo,Tegogo,exact,tegogo,1,1001916,10,Lalafell,Plainsfolk,Female,,Gridania,Gridania,3-2
Teledji Adeledji,Teledji Adeledji (1.x),exact,teledji adeledji,1,1060014,10,Lalafell,Dunesfolk,Male,Syndicate Member,Ul'dah,Ul'dah,1-1
Telent,Telent,exact,telent,1,1000504,10,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,2-1
Templeton,Templeton,exact,templeton,1,1600070,16,Hyur,Highlander,Male,Merchant,Gridania,Tradescraft Den,1-1
Terremiaux,Terremiaux,exact,terremiaux,1,1500275,15,Elezen,,Male,,,North Shroud,24-14
Tetetoka,Tetetoka,exact,tetetoka,1,1600069,16,Lalafell,,Male,Merchant,Ul'dah,Fieldcraft Row,1-1
Teteu,Teteu,exact,teteu,1,1600002,16,Lalafell,Plainsfolk,Male,Merchant,Limsa Lominsa,Limsa Lominsa,5-5
Thaisie,Thaisie,exact,thaisie,1,1000865,10,Elezen,Wildwood Elezen,Female,,Ul'dah,Ul'dah,6-4
Thancred,Thancred,exact,thancred,16,1000185 1000948 1500026 1500030 1500032 1500033 1500037 1500041,10 15,Hyur,Midlander,Male,,Ul'dah,Ul'dah,4-6
Thata Khamazom,Thata Khamazom,exact,thata khamazom,1,1001473,10,Miqo'te,Keepers of the Moon,Female,Yellowjacket,Limsa Lominsa,Limsa Lominsa,8-7
Thierremont,Thierremont,exact,thierremont,1,1500400,15,Elezen,Wildwood Elezen,Male,Repair Merchant,Limsa Lominsa,Lominsan Mercantile House,1-1
Thimm,Thimm,exact,thimm,1,1001439,10,Hyur,Highlander,Male,,Ala Mhigo,Ul'dah,7-4
Thomas,Thomas (1.0),exact,thomas,1,1500123,15,Hyur,Midlander,Male,Quartermaster,Ishgard,Mor Dhona,20-17
Thora,Thora,exact,thora,1,1600071,16,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Limsa Lominsa,1-1
Thosinbaen,Thosinbaen,exact,thosinbaen,1,1000198,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,4-5
Thrydwulf,Thrydwulf,exact,thrydwulf,1,1600073,16,Hyur,Midlander,Male,Merchant,Ul'dah,Ul'dah,5-5
Tierney,Tierney,exact,tierney,1,1000456,10,Hyur,Midlander,Female,Local Guildleve Master,Gridania,Gridania,6-6
Tiphane,Tiphane,exact,tiphane,1,1500406,15,Elezen,Duskwight Elezen,Female,Mercantile House Representative,Gridania,Gridanian Mercantile House,1-1
Tiphina,Tiphina,exact,tiphina,1,1600065,16,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Limsa Lominsa,5-5
Tipsy Adventurer,Tipsy Adventurer,exact,tipsy adventurer,1,1000439,10,Hyur,Midlander,Male,,,Limsa Lominsa Opening,
Tirauland,Tirauland,exact,tirauland,1,1000272,10,Elezen,,Male,,Limsa Lominsa,Limsa Lominsa,7-5
Titinin,Titinin,exact,titinin,1,1000934,10,Lalafell,Dunesfolk,Male,,Ul'dah,Ul'dah,5-4
Tittering Traveler,Tittering Traveler,exact,tittering traveler,1,1000253,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-3
Torsefers,Torsefers,exact,torsefers,1,1500393,15,Elezen,Duskwight Elezen,Male,Mercantile House Representative,Gridania,Gridania,7-6
Totonawa,Totonawa,exact,totonawa,1,1001371,10,Lalafell,Plainsfolk,Male,Regional Guildleve Master,Ul'dah,Ul'dah,6-4
Totono,Totono,exact,totono,1,1001143,10,Lalafell,,Female,,Ul'dah,Ul'dah,4-5
Totoruto,Totoruto,exact,totoruto,1,1000161,10,Lalafell,,Male,,Limsa Lominsa,Limsa Lominsa,6-2
Tranquil Battlewarden,Tranquil Battlewarden,exact,tranquil battlewarden,1,1500038,15,Miqo'te,Seekers of the Sun,Female,Battlewarden,Gridania,South Shroud,38-49
Travanchet,Travanchet,exact,travanchet,1,1000044,10,,,,,,Lower La Noscea,
Treespeak Battlewarden,Treespeak Battlewarden,exact,treespeak battlewarden,1,1500040,15,Lalafell,Plainsfolk,Male,Battlewarden,Gridania,North Shroud,22-16
Triaine,Triaine,exact,triaine,1,1000191,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,4-7
Trinne,Trinne,exact,trinne,1,1000268,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,7-7
Tristechambel,Tristechambel,exact,tristechambel,1,1001955,10,Elezen,Duskwight Elezen,Male,,Ishgard,Coerthas Central Highlands,33-35
Tristelle,Tristelle,other-locale,serpent private tristelle,2,1001622 1002108,10,Elezen,Wildwood Elezen,Male,Event NPC,Gridania,Gridania,6-5
Troegmoer,Troegmoer,exact,troegmoer,1,1500095,15,Roegadyn,,Male,,Gridania,East Shroud,29-47
Troxia,Troxia,exact,troxia,1,1001049,10,Sylph,,Female,,,Gridania,
Tseh Panipahr,Tseh Panipahr,exact,tseh panipahr,1,1001351,10,Miqo'te,Keepers of the Moon,Female,,Gridania,South Shroud,45-47
Tsimh Panipahr,Tsimh Panipahr,exact,tsimh panipahr,1,1500011,15,Miqo'te,Keepers of the Moon,Female,,Limsa Lominsa,Western La Noscea,11-23
Tuatkk,Tuatkk,exact,tuatkk,1,1001638,10,Hyur,Midlander,Male,Wood Wailer,Gridania,South Shroud,39-44
Tutubuki,Tutubuki,exact,tutubuki,1,1001141,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-4
Tutumoko,Tutumoko (1.x),exact,tutumoko,1,1001606,10,Lalafell,Dunesfolk,Male,,Limsa Lominsa,Eastern La Noscea,36-25
Twiggy,Twiggy,exact,twiggy,2,1001590 1001998,10,,,,Event NPC,,"Gridania, Central Shroud","6-5, 29-30"
Twittering Tomboy,Twittering Tomboy,exact,twittering tomboy,1,1001496,10,Lalafell,Plainsfolk,Female,,Ul'dah,Ul'dah Opening,4-7
Twyrmoht,Twyrmoht,exact,twyrmoht,1,1600031,16,Roegadyn,Sea Wolves,Male,Merchant,Gridania,Gridania,7-2
Tyago Moui,Tyago Moui,exact,tyago moui,1,1001203,10,Miqo'te,Keepers of the Moon,Female,Bartender,Ul'dah,Ul'dah,6-6
Tylswaen,Tylswaen,exact,tylswaen,1,1600109,16,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-5
Tymbryss,Tymbryss,exact,tymbryss,1,1001002,10,Roegadyn,Sea Wolves,Male,Pirate,Limsa Lominsa,,
Tyon,Tyon,exact,tyon,1,1000789,10,Hyur,Highlander,Male,,Ul'dah,Ul'dah,6-4
U'bokhn,U'bokhn,exact,u'bokhn,1,1000668,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,5-5
U'mallibo,U'mallibo,exact,u'mallibo,1,1000931,10,Miqo'te,Seekers of the Sun,Female,Pirate,Limsa Lominsa,,
Uchtred,Uchtred,exact,uchtred,1,1500430,15,Hyur,Midlander,Male,Merchant,Limsa Lominsa,Western La Noscea,12-23
Ulala,Ulala,exact,ulala,1,1600108,16,Lalafell,,Female,Merchant,Ul'dah,Western Thanalan,9-27
Ulmhylt,Ulmhylt,exact,ulmhylt,1,1000823,10,Roegadyn,,Male,,Gridania,Gridania,6-5
Uloine,Uloine,exact,uloine,1,1500408,15,Elezen,Duskwight Elezen,Female,Mercantile House Representative,Gridania,Gridanian Mercantile House,1-1
Ulric,Ulric,exact,ulric,1,1600080,16,Hyur,Highlander,Male,Merchant,Gridania,Gridania,6-5
Ulta,Ulta (1.x),exact,ulta,1,1001433,10,Hyur,Highlander,Male,Wood Wailer,Gridania,Gridania,6-7
Unconscious Adventurer,Unconscious Adventurer,exact,unconscious adventurer,1,1000283,10,Lalafell,,Male,Adventurer,Limsa Lominsa,Limsa Lominsa,4-6
Undaunted Adventurer,Undaunted Adventurer,exact,undaunted adventurer,1,1000936,10,,,,,Ul'dah,Ul'dah,4-6
Undignified Adventurer,Undignified Adventurer,exact,undignified adventurer,1,1000444,10,Hyur,Midlander,Female,,,"Limsa Lominsa Opening, Limsa Lominsa","Boat, 5-3"
Undsatz,Undsatz,exact,undsatz,1,1000200,10,Roegadyn,Hellsguard,Male,,Limsa Lominsa,Limsa Lominsa,6-6
Unsynwilf,Unsynwilf,exact,unsynwilf,1,1600090,16,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,5-6
Upbeat Adventurer,Upbeat Adventurer,exact,upbeat adventurer,1,1000940,10,Lalafell,,Male,,Ul'dah,Ul'dah,4-6
Urianger Augerelt,Urianger,exact,urianger,3,1060009 1500204 1500314,10 15,Elezen,,Male,,,,
Urith,Urith,exact,urith,1,1500155,15,Hyur,Midlander,Female,Merchant,Gridania,Lower Tailors Den,1-1
Ursielle,Ursielle,exact,ursielle,1,1001789,10,Elezen,Wildwood Elezen,Female,Event NPC,Limsa Lominsa,Limsa Lominsa,7-6
Ursulie,Ursulie,exact,ursulie,1,1000166,10,Elezen,Wildwood Elezen,Female,Retainer Agent,Limsa Lominsa,Limsa Lominsa,7-5
Uwilsyng Rhotguldsyn,Uwilsyng,exact,uwilsyng,1,1001193,10,Roegadyn,,Male,,Ul'dah,Ul'dah,5-5
V'hynho,V'hynho,exact,v'hynho,1,1000468,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,2-6
V'korolon,V'korolon,exact,v'korolon,1,1000458,10,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,6-6
V'nabyano,V'nabyano,exact,v'nabyano,1,1001101,10,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,4-3
V'olhmyn,V'olhmyn,exact,v'olhmyn,1,1500097,15,Miqo'te,Seekers of the Sun,Female,,Gridania,West Shroud,32-15
Vaincannet,Vaincannet,exact,vaincannet,1,1500399,15,Elezen,Wildwood Elezen,Male,Mercantile House Representative,Limsa Lominsa,Lominsan Mercantile House,1-1
Vanicie,Vanicie,exact,vanicie,1,1500103,15,Elezen,Wildwood Elezen,Female,,Ul'dah,Southern Thanalan,40-43
Vannes,Vannes (1.x),exact,vannes,1,1001464,10,Hyur,Highlander,Male,,Ul'dah,Ul'dah,5-5
Vavaki,Vavaki,exact,vavaki,1,1500126,15,Lalafell,Dunesfolk,Female,,Ul'dah,Ul'dah,7-4
Vielle,Vielle,exact,vielle,2,1000388 1700009,10 17,Elezen,Duskwight Elezen,Female,Bandit,,Coerthas,"60, 28"
Violenne,Violenne (1.x),exact,violenne,1,1001754,10,Elezen,Wildwood Elezen,Female,,Ul'dah,Ul'dah,2-1
Voluptuous Vixen,Voluptuous Vixen,exact,voluptuous vixen,1,1000447,10,Hyur,Midlanders,Female,,,"Limsa Lominsa Opening, Limsa Lominsa","Boat,5-3"
Voyce,Voyce,exact,voyce,1,1600084,16,Hyur,Midlander,Male,Merchant,Gridania,Gridania,7-3
W'doyagha,W'doyagha,exact,w'doyagha,1,1500422,15,Miqo'te,Seekers of the Sun,Female,Merchant,Ul'dah,Ul'dahn Mercantile House,1-1
W'hahtoa,W'hahtoa,exact,w'hahtoa,1,1000475,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,4-7
W'jhimei,W'jhimei,exact,w'jhimei,1,1500423,15,Miqo'te,Seekers of the Sun,Female,Merchant,Gridania,Gridanian Mercantile House,1-1
W'mhelgo Hena,W'mhelgo Hena,exact,w'mhelgo hena,2,1500121 1500438,15,,,,,,,
W'nhalki,W'nhalki,exact,w'nhalki,1,1600058,16,Miqo'te,Seekers of the Sun,Female,Merchant,Ul'dah,Ul'dah,5-5
Wadard,Wadard,exact,wadard,1,1001585,10,Hyur,Midlander,Male,Event NPC,Ul'dah,Ul'dah,5-3
Waebahct,Waebahct,exact,waebahct,1,1600107,16,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-5
Waekbyrt,Waekbyrt,exact,waekbyrt,1,1000003,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,4-7
Waeksatz,Waeksatz,exact,waeksatz,1,1600094,16,Roegadyn,,Male,,,Ul'dah,
Walcher,Walcher,exact,walcher,1,1001629,10,Hyur,Midlander,Male,Reporter,,Eastern La Noscea,31-18
{{PAGENAME}},Waldhere,exact,waldhere,1,1500147,15,Hyur,Highlander,Male,Merchant,Ul'dah,Lower Tailors Row,1-1
Waldibert,Waldibert,exact,waldibert,1,1001310,10,Hyur,Highlander,Male,,,Eastern La Noscea,31-18
Waldomar,Waldomar,exact,waldomar,1,1001827,10,Hyur,Highlander,Male,Event NPC,,North Shroud,25-13
Walhbert,Walhbert,exact,walhbert,1,1001448,10,Hume,,Male,,,Western Thanalan,4-26
Wandering Minstrel,Wandering Minstrel,exact,wandering minstrel,1,1060027,10,Hyur,Midlander,Male,,,Limsa Lominsa,
Wannore,Wannore,exact,wannore,1,1000968,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,5-5
War Wolf,War Wolf,exact,war wolf,1,1500120,15,Roegadyn,,Male,,,"South Shroud, Western La Noscea, Eastern La Noscea",
Warburton,Warburton,exact,warburton,1,1000186,10,Hyur,Midlander,Male,,Ul'dah,Ul'dah Opening,4-7
Wastnagl,Wastnagl,exact,wastnagl,1,1500427,15,Roegadyn,,Male,Mercantile House Representative,Limsa Lominsa,Lominsan Mercantile House,1-1
Wawalago Momolago,Wawalago,exact,wawalago,1,1000154,10,Lalafell,Dunesfolk,Male,,Limsa Lominsa,Limsa Lominsa,6-6
Wawapo,Wawapo,exact,wawapo,1,1600066,16,Lalafell,,Female,Merchant,Ul'dah,Ul'dah,6-4
Wawaramu,Wawaramu,exact,wawaramu,1,1001614,10,Lalafell,Dunesfolk,Male,Farmer,Gridania,South Shroud,35-43
Wawaton,Wawaton (1.x),exact,wawaton,1,1000648,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-3
Weeping Hill,Weeping Hill,exact,weeping hill,1,1001992,10,Roegadyn,Sea Wolves,Male,Event NPC,,Ul'dah,5-3
Well-traveled Merchant,Well-traveled Merchant,exact,well-traveled merchant,1,1000438,10,Hyur,Midlanders,Male,,,"Limsa Lominsa Opening, Limsa Lominsa","Boat,5-3"
Wenefreda,Wenefreda,exact,wenefreda,1,1001442,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,7-5
Whispering Adventurer,Whispering Adventurer,exact,whispering adventurer,1,1000102,10,,,,,Limsa Lominsa,,
Widargelt,Widargelt,exact,widargelt,2,1002023 1060032,10,Hyur,Midlander,Male,,Ala Mhigo,Eastern Thanalan,39-31
Widigast,Widigast,exact,widigast,1,1001354,10,Hyur,Highlander,Male,,Ishgard,Coerthas Eastern Lowlands,62-34
Wiggy,Wiggy,exact,wiggy,1,1001595,10,,,,Event NPC,,Limsa Lominsa,7-6
Willelda,Willelda,exact,willelda,1,1000242,10,Hyur,Midlander,Female,,Gridania,Gridania,7-2
Willielmus,Willielmus,exact,willielmus,1,1001710,10,Hyur,Midlander,Male,,Gridania,Gridania,6-6
Wind-worn Corpse,Wind-worn Corpse,exact,wind-worn corpse,1,1000091,10,,,,,,,
Wineburg,Wineburg,exact,wineburg,1,1500207,15,Hyur,Midlander,Male,Highwind Skyways Representative,Limsa Lominsa,Limsa Lominsa,1-1
Wise Moon,Wise Moon,exact,wise moon,1,1001416,10,Roegadyn,,Male,Priest,Ul'dah,Ul'dah,7-6
Wistsunn,Wistsunn,exact,wistsunn,1,1600104,16,Roegadyn,,Male,Merchant,Ul'dah,Western Thanalan,13-29
Worrisome Assistant,Worrisome Assistant,exact,worrisome assistant,1,1001207,10,Hyur,Midlander,Male,,,Ul'dah,x-x
