mob_name,ge_page_title,join_pass,client_display_name,mob_range_actor_ids,other_range_actor_ids,client_race_id,client_race_name,client_race_block,client_plural,spawn_container,client_leve,client_quest,client_proper_name,ge_family,removed_before_arr,notorious_monster,level_low,level_high,hp_low,hp_high
U'Ghamaro Underman,U'Ghamaro Underman,exact,u'ghamaro underman,2106645,,1066,Kobold,,U'Ghamaro undermen,persistent,,,1,Kobold,0,,50,,2393,
Uncommon Cactuar,Uncommon Cactuar,exact,uncommon cactuar,2200902,,1009,Sabotender,,uncommon cactuars,leve-or-quest,,,0,Cactuar,0,,30,54,366,1107
Unknown Soldier,Unknown Soldier,exact,unknown soldier,2104321,,1043,Ghost,,unknown soldiers,persistent,,,0,Ghost,0,x,47,,"19,285",
Uraeus,Uraeus,exact,uraeus,2100717,,1007,Basilisk,,Uraeus,persistent,,,1,Basilisk,0,x,62,65,32767,
VIIth Legion Centurion,VIIth Legion Centurion,exact,viith legion centurion,2107003,,1070,Imperial,,VIIth Legion centurions,persistent,,,1,Enemy Humanoid,0,,57,,,
VIIth Legion Eques,VIIth Legion Eques,exact,viith legion eques,2180038 2280054,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",VIIth Legion eques,persistent | leve-or-quest,,,1,Enemy Humanoid,0,,54,55,,
VIIth Legion Hoplomachus,VIIth Legion Hoplomachus,exact,viith legion hoplomachus,2280052,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",VIIth Legion hoplomachi,leve-or-quest,,,1,Enemy Humanoid,0,,54,55,,
VIIth Legion Laquearius,VIIth Legion Laquearius,exact,viith legion laquearius,2280053,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",VIIth Legion laquearii,leve-or-quest,,,1,Enemy Humanoid,0,,54,55,,
VIIth Legion Medicus,VIIth Legion Medicus,exact,viith legion medicus,2280056,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",VIIth Legion medici,leve-or-quest,,,1,Enemy Humanoid,0,,54,55,,
VIIth Legion Secutor,VIIth Legion Secutor,exact,viith legion secutor,2180037 2280051,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",VIIth Legion secutor,persistent | leve-or-quest,,,1,Enemy Humanoid,0,,54,55,,
VIIth Legion Signifer,VIIth Legion Signifer,exact,viith legion signifer,2280057,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",VIIth Legion signiferi,leve-or-quest,,,1,Enemy Humanoid,0,,54,55,,
Vale Diremite,Vale Diremite,exact,vale diremite,2301110,,1011,Crab,,vale diremites,instanced-dungeon,,,0,Diremite,0,,54,,,
Vale Wasp,Vale Wasp,exact,vale wasp,2305401,1002013 1002026,1054,Jellyfish,,vale wasps,instanced-dungeon,,,0,Aurelia,0,,53,,,
Velociraptor,Velociraptor,exact,velociraptor,2100207 2100208 2100210 2200201 2200204,,1002,Raptor,,velociraptors,persistent | leve-or-quest,,,0,Raptor,0,,65,74,4124,4923
Venomtongue Assassin,Venomtongue Assassin,exact,venomtongue assassin,2180113 2180114 2180115 2180153 2180154 2280118 2280119 2280120,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Venomtongue assassins,persistent | leve-or-quest,,,1,Enemy Humanoid,0,,20,52,,
Vile Gnat,Vile Gnat,exact,vile gnat,2200601,,1006,Gnat,,vile gnats,leve-or-quest,Protecting the Pilgrims,,0,Gnat,0,,30,54,585,1487
Void Flame,Void Flame,exact,void flame,2301601,,1016,Bomb,,void flames,instanced-dungeon,,,0,Wisp,0,,39,39,,
Void Lantern,Void Lantern,exact,void lantern,2209906 2209907 2209908,1001974,1099,妖火 (仮),,void lanterns,leve-or-quest,,,0,Wisp,0,,,,,
Voidtongue Ahzabb Chah,Voidtongue Ahzabb Chah,exact,voidtongue ahzabb chah,2162061,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Voidtongue Ahzabb Chah,persistent,,,1,Amalj'aa,0,x,,,,
Vulture,Vulture,exact,vulture,2101202,,1012,Vulture,,vultures,persistent,,,0,Vulture,0,,45,49,,
Vulture Poacher,Vulture Poacher,exact,vulture poacher,2180122 2180123 2180124 2180157 2180158,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",vulture poachers,persistent,,,0,Enemy Humanoid,0,,,,,
Vulturetrap,Vulturetrap,exact,vulturetrap,2102713,,1027,Flytrap,,vulturetraps,persistent,,,0,Landtrap,0,,40,44,1682,1819
Wadjet,Wadjet,exact,wadjet,2200711,,1007,Basilisk,,Wadjet,leve-or-quest,,,1,Basilisk,0,Y,55,,,
Wandering Bogy,Wandering Bogy,exact,wandering bogy,2204318,,1043,Ghost,,wandering bogies,leve-or-quest,,,0,Ghost,0,,32,32,,
Wandering Mage,Wandering Mage,exact,wandering mage,2201808,,1018,Zombie,,wandering mages,leve-or-quest,,,0,Fomor,0,,34,34,,
Wandering Soldier,Wandering Soldier,exact,wandering soldier,2201807,,1018,Zombie,,wandering soldiers,leve-or-quest,,,0,Fomor,0,,34,34,,
Wandering Wight,Wandering Wight,exact,wandering wight,2101908,,1019,Wight,,wandering wights,persistent,,,0,Wight,0,,35,,,
Wandering Wisp,Wandering Wisp,exact,wandering wisp,2209902 2209905,,1099,妖火 (仮),,wandering wisps,leve-or-quest,,,0,Wisp,0,,30,54,439,1234
Watchwolf,Watchwolf,exact,watchwolf,2101418 2101419 2101420 2101421,,1014,Wolf/Hyena/Hellhound,,watchwolves,persistent,,,0,Wolf,0,,50,55,,
Water Elemental,Water Elemental,exact,water elemental,2105101 2105102 2105103 2105104 2105105 2105106 2205101 2205102,1001971,1051,Water Elemental,,water elementals,persistent | leve-or-quest,,,0,Elemental,0,,30,79,1827,5173
Waterdog,Waterdog,exact,waterdog,2101317,,1013,Salamander,,waterdogs,persistent,,,0,Salamander,0,,75,79,8128,8795
Wayside Archer,Wayside Archer,exact,wayside archer,2280188,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wayside archers,leve-or-quest,,,0,Enemy Humanoid,0,,48,48,,
Wayside Backstabber,Wayside Backstabber,exact,wayside backstabber,2280189,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wayside backstabbers,leve-or-quest,,,0,Enemy Humanoid,0,,48,,,
Wayside Bewitcher,Wayside Bewitcher,exact,wayside bewitcher,2280191,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wayside bewitchers,leve-or-quest,,,0,Enemy Humanoid,0,,48,,,
Wayside Bludgeoner,Wayside Bludgeoner,exact,wayside bludgeoner,2280190,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wayside bludgeoners,leve-or-quest,,,0,Enemy Humanoid,0,,48,,,
Wayside Boarder,Wayside Boarder,exact,wayside boarder,2280223,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",wayside boarders,leve-or-quest,,,0,Enemy Humanoid,0,,48,,,
Wayside Lancer,Wayside Lancer,exact,wayside lancer,2280187,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wayside lancers,leve-or-quest,,,0,Enemy Humanoid,0,,48,48,,
Wayside Pugilist,Wayside Pugilist,exact,wayside pugilist,2280186,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wayside pugilists,leve-or-quest,,,0,Enemy Humanoid,0,,48,48,,
Wayside Raider,Wayside Raider,exact,wayside raider,2280225,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",wayside raiders,leve-or-quest,,,0,Enemy Humanoid,0,,48,,,
Wayside Sniper,Wayside Sniper,exact,wayside sniper,2280224,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",wayside snipers,leve-or-quest,,,0,Enemy Humanoid,0,,48,,,
Wendigo,Wendigo,exact,wendigo,2101907,,1019,Wight,,wendigos,persistent,,,0,Wight,0,,56,56,,
Westroad Footpad,Westroad Footpad,exact,westroad footpad,2180102,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Westroad footpads,persistent,,,1,Enemy Humanoid,0,,,,,
Westroad Raider,Westroad Raider,exact,westroad raider,2180106,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Westroad raiders,persistent,,,1,Enemy Humanoid,0,,31,31,,
Wharf Rat,Wharf Rat,exact,wharf rat,2104001 2104002,,1040,Rat,,wharf rats,persistent,,,0,Rodent,0,,1,9,720,980
Whiskerwall Kupdi Koop,Whiskerwall Kupdi Koop,exact,whiskerwall kupdi koop,2210401,,1104,モーグリ,,Whiskerwall Kupdi Koop,leve-or-quest,,,1,Moogle,0,Yes,50,,,
Whitetalon,Whitetalon,exact,whitetalon,2200407,,1004,Hippogryph,,Whitetalon,leve-or-quest,,International Relations,1,Hippogryph,0,Yes,46,46,,
Wicked Soul,Wicked Soul,exact,wicked soul,2204317,,1043,Ghost,,wicked souls,leve-or-quest,Sly Spirits | Terror in the Pits,,0,Ghost,0,,30,42,,
Widargelt the Watcher,Widargelt the Watcher,exact,widargelt the watcher,2289039,,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",Widargelt the Watcher,leve-or-quest,,,1,Enemy Humanoid,0,Y,55,55,,
Widow's Suitor,Widow's Suitor,exact,widow's suitor,2301106 2301109,,1011,Crab,,widow's suitors,instanced-dungeon,,,0,Diremite,0,,39,39,,
Widowmaker,Widowmaker (Diremite),exact,widowmaker,2101108,,1011,Crab,,widowmakers,persistent,,,0,Diremite,0,,75,79,3825,4139
Wight Warrior,Wight Warrior,exact,wight warrior,2101905 2101906,,1019,Wight,,wight warrior,persistent,,,0,Wight,0,,45,49,2649,2866
Wild Boar,Wild Boar,exact,wild boar,2101505 2101506,,1015,Boar,,wild boars,persistent,,,0,Boar,0,,60,69,6049,7224
Wild Ewe,Wild Ewe,exact,wild ewe,2106003 2106004,,1060,Sheep,,wild ewes,persistent,,,0,Ram,0,,15,19,649,994
Wild Hog,Wild Hog,exact,wild hog,2101501 2101502 2101512 2101513 2101514,,1015,Boar,,wild hogs,persistent,,,0,Boar,0,,40,49,3483,4156
Wild Jackal,Wild Jackal,exact,wild jackal,2101405 2101406,,1014,Wolf/Hyena/Hellhound,,wild jackals,persistent,,,0,Wolf,0,,45,54,2385,2846
Will-o'-the Wykes,Will-o'-the Wykes,punctuation-folded,will-o'-the-wykes,2109903,,1099,妖火 (仮),,will-o'-the-wykes,persistent,,,0,Wisp,0,,30,34,1462,1644
Will-o'-the-wisp,Will-o'-the-wisp,exact,will-o'-the-wisp,2109901,,1099,妖火 (仮),,will-o'-the-wisps,persistent,Spirited Below,,0,Wisp,0,,20,24,1092,1227
Wind Elemental,Wind Elemental,exact,wind elemental,2104801 2104802 2104803 2104804 2104805 2104806 2204801 2204802,1001968,1048,Air Elemental,,wind elementals,persistent | leve-or-quest,Secrets of the Sultanate,,0,Elemental,0,,30,69,1827,4249
Windborn Buccaneer,Windborn Buccaneer,exact,windborn buccaneer,2280207 2280208,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",windborn buccaneers,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Wingrat,Wingrat,exact,wingrat,2204101 2204102,1001862,1041,Bat,,wingrats,leve-or-quest,,,0,Bat,0,,3,26,94,634
Wisp Familiar,Wisp Familiar,exact,wisp familiar,2209901,,1099,妖火 (仮),,wisp familiars,leve-or-quest,,,0,Wisp,0,,20,40,328,937
Wolf Poacher,Wolf Poacher,exact,wolf poacher,2280122 2280123 2280124,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",wolf poachers,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Wood Weevil,Wood Weevil,exact,wood weevil,2203902,,1039,Weevil,,wood weevils,leve-or-quest,,,0,Beetle,0,,10,34,130,740
Woodsin Thrall,Woodsin Thrall,exact,woodsin thrall,2104309 2104310,,1043,Ghost,,woodsin thralls,persistent,,,0,Ghost,0,,15,15,,
Woolywart Kupqu Kogi,Woolywart Kupqu Kogi,exact,woolywart kupqu kogi,2210404,,1104,モーグリ,,Woolywart Kupqu Kogi,leve-or-quest,,,1,Moogle,0,Yes,50,,,
Xha Viqqoh the Nibbler,Xha Viqqoh the Nibbler,exact,xha viqqoh the nibbler,2280107,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Xha Viqqoh the Nibbler,leve-or-quest,Wanted: Xha Viqqoh the Nibbler,,1,Enemy Humanoid,0,,,,,
Yarzon Biter,Yarzon Biter,exact,yarzon biter,2105509 2105510,,1055,Yarzon,,yarzon biters,persistent,,,0,Yarzon,0,,35,39,1693,1876
Yarzon Bleeder,Yarzon Bleeder,exact,yarzon bleeder,2105503 2105504,,1055,Yarzon,,yarzon bleeders,persistent,,,0,Yarzon,0,,20,29,887,1154
Yarzon Burrower,Yarzon Burrower,exact,yarzon burrower,2105507,,1055,Yarzon,,yarzon burrowers,persistent,,,0,Yarzon,0,,45,49,2120,2293
Yarzon Feeder,Yarzon Feeder,exact,yarzon feeder,2105501 2105502,,1055,Yarzon,,yarzon feeders,persistent,,,0,Yarzon,0,,10,19,663,862
Yarzon Invader,Yarzon Invader,exact,yarzon invader,2205503 2205504 2205505,,1055,Yarzon,,yarzon invaders,leve-or-quest,,,0,Yarzon,0,,15,,,
Yarzon Scavenger,Yarzon Scavenger,exact,yarzon scavenger,2105505 2105506 2105516 2105517 2105518 2105519 2105520 2105521,,1055,Yarzon,,yarzon scavengers,persistent,,,0,Yarzon,0,,35,44,1693,2079
Yarzon Stalker,Yarzon Stalker,exact,yarzon stalker,2205506,,1055,Yarzon,,yarzon stalkers,leve-or-quest,,,0,Yarzon,0,,,,,
Yellow Dewflower Sylph,Yellow Dewflower Sylph,exact,yellow dewflower sylph,2206704,,1067,Sylph,,yellow dewflower sylphs,leve-or-quest,,,0,Sylph,0,,30,50,768,1667
Yotoli Hueloc the Austere,Yotoli Hueloc the Austere,exact,yotoli hueloc the austere,2206413,1001963,1064,Ixal,,Yotoli Hueloc the Austere,leve-or-quest,,,1,Ixal,0,Y,55,,,
Young Antelope Stag,Young Antelope Stag,exact,young antelope stag,2100315 2100316 2100317,,1003,Antelope,,young antelope stags,persistent,,,0,Antelope,0,,23,29,,
Young Galago,Young Galago,exact,young galago,2100501,,1005,Opo-opo,,young galagos,persistent,,,0,Opo-opo,0,,15,19,944,1061
Young Raptor,Young Raptor,exact,young raptor,2100211 2100212 2100213,,1002,Raptor,,young raptors,persistent,,,0,Raptor,0,,40,49,2523,3010
Zahar'ak Chandler,Zahar'ak Chandler,exact,zahar'ak chandler,2162053 2162055 2162057,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak chandlers,persistent,,,1,Amalj'aa,0,,50,54,,
Zahar'ak Drubber,Zahar'ak Drubber,exact,zahar'ak drubber,2162046 2162047 2162048 2162049 2162050,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak drubbers,persistent,,,1,Amalj'aa,0,,50,53,3379,4012
Zahar'ak Feretrar,Zahar'ak Feretrar,exact,zahar'ak feretrar,2162052,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak feretrars,persistent,,,1,Amalj'aa,0,,55,55,,
Zahar'ak Halberdier,Zahar'ak Halberdier,exact,zahar'ak halberdier,2162039 2162040 2162041 2162042 2162043 2162044,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak halberdiers,persistent,,,1,Amalj'aa,0,,54,57,,
Zahar'ak Illuminator,Zahar'ak Illuminator,exact,zahar'ak illuminator,2162056,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak illuminators,persistent,,,1,Amalj'aa,0,,55,55,,
Zahar'ak Ostiary,Zahar'ak Ostiary,exact,zahar'ak ostiary,2162058 2162059,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak ostiaries,persistent,,,1,Amalj'aa,0,,55,57,,
Zahar'ak Scriniary,Zahar'ak Scriniary,exact,zahar'ak scriniary,2162054,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak scriniaries,persistent,,,1,Amalj'aa,0,,55,55,,
Zahar'ak Sniper,Zahar'ak Sniper,exact,zahar'ak sniper,2162034 2162035 2162036 2162037,,1620,,"a second Amalj'aa roster, named by office and stronghold rather than by job - the Zahar'ak garrison, its clerical titles and the Burned converts; near-disjoint in naming from race 1065, which holds the rest of the Amalj'aa, but overlapping it in both zone and level",Zahar'ak snipers,persistent,,,1,Amalj'aa,0,,52,55,,
Zanig'oh,Zanig'oh (1.X),exact,zanig'oh,2202201,,1022,Drake,,Zanig'oh,leve-or-quest,Operation: Pulling Fangs,,1,Drake,0,,60,,3558,
Zombie Mage,Zombie Mage,exact,zombie mage,2201803 2201804 2201806 2201809,,1018,Zombie,,zombie mages,leve-or-quest,,,0,Fomor,0,,40,52,2517,3805
Zombie Pikeman,Zombie Pikeman,exact,zombie pikeman,2201801 2201802,,1018,Zombie,,zombie pikemen,leve-or-quest,,,0,Fomor,0,,40,52,2120,4368
