ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,item_name,item_category,patch_introduced,required_level,optimal_level,required_rank,suits_classes,fits_races,favors_classes,requires_classes,gender_restriction,wear_durability_points,base_material,base_item,dye_colors,defense,magic_defense,damage,delay_seconds,number_of_attacks,recast_seconds,duration_seconds,blunt_attack_pct,piercing_attack_pct,slashing_attack_pct,projectile_attack_pct,evasion_bonus,magic_evasion_bonus,accuracy_bonus,magic_accuracy_bonus,attack_magic_potency_bonus,healing_magic_potency_bonus,enhancement_magic_potency_bonus,enfeebling_magic_potency_bonus,strength_bonus,vitality_bonus,dexterity_bonus,intelligence_bonus,mind_bonus,piety_bonus,hp_bonus,mp_bonus,craftsmanship_bonus,magic_craftsmanship_bonus,gathering_bonus,perception_bonus,output_bonus,has_attributes,materia_effect,meld_slots,meldable,convertible,materia_catalyst,recipe_templates_raw,stack_max,unique,untradeable,resale_price_gil,repair_class,repair_level,hq_effect,hq_bonus_attribute,description,source
Cotton Tabard Front,126123,2011-10-07T02:38:39Z,1,Cotton Tabard Front,Front Cloth,,,,20,All Classes,,,,,,Undyed Cotton Cloth,Cotton Tabard Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tabard Front | Primary Skill = Weaving | Primary Skill Level = 15 | Secondary Skill = Leathercraft | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Cotton Cloth, Dodo Leather, Dodo Leather Strap, Bronze Buckle, Antelope Sinew Cord |Main Hand NQ = Cotton Tabard Front |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tabard made from undyed cotton cloth.,ge-item-pages
Cotton Tabard Front (Blue),353726,2011-10-07T02:38:45Z,1,Cotton Tabard Front (Blue),Front Cloth,,,,20,All Classes,,,,,,Celeste-blue Cotton Cloth,Cotton Tabard Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tabard Front (Blue) | Primary Skill = Weaving | Primary Skill Level = 15 | Secondary Skill = Leathercraft | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Celeste-blue Cotton Cloth, Dodo Leather, Dodo Leather Strap, Bronze Buckle, Antelope Sinew Cord |Main Hand NQ = Cotton Tabard Front (Blue) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tabard made from celeste-blue cotton cloth.,ge-item-pages
Cotton Tabard Front (Green),353791,2011-10-07T02:38:40Z,1,Cotton Tabard Front (Green),Front Cloth,,,,20,All Classes,,,,,,Olive-green Cotton Cloth,Cotton Tabard Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tabard Front (Green) | Primary Skill = Weaving | Primary Skill Level = 15 | Secondary Skill = Leathercraft | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Olive-green Cotton Cloth, Dodo Leather, Dodo Leather Strap, Bronze Buckle, Antelope Sinew Cord |Main Hand NQ = Cotton Tabard Front (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tabard made from olive-green cotton cloth.,ge-item-pages
Cotton Tabard Front (Red),353872,2011-10-07T02:38:44Z,1,Cotton Tabard Front (Red),Front Cloth,,,,20,All Classes,,,,,,Mesa-red Cotton Cloth,Cotton Tabard Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tabard Front (Red) | Primary Skill = Weaving | Primary Skill Level = 15 | Secondary Skill = Leathercraft | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Mesa-red Cotton Cloth, Dodo Leather, Dodo Leather Strap, Bronze Buckle, Antelope Sinew Cord |Main Hand NQ = Cotton Tabard Front (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tabard made from mesa-red cotton cloth.,ge-item-pages
Cotton Tabard Front (Yellow),353944,2011-10-07T02:38:37Z,1,Cotton Tabard Front (Yellow),Front Cloth,,,,20,All Classes,,,,,,Maize-yellow Cotton Cloth,Cotton Tabard Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tabard Front (Yellow) | Primary Skill = Weaving | Primary Skill Level = 15 | Secondary Skill = Leathercraft | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Maize-yellow Cotton Cloth, Dodo Leather, Dodo Leather Strap, Bronze Buckle, Antelope Sinew Cord |Main Hand NQ = Cotton Tabard Front (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tabard made from maize-yellow cotton cloth.,ge-item-pages
Cotton Trunks,99832,2012-05-14T17:54:12Z,0,Cotton Trunks,Undergarment,,,21,,,Roegadyn,,,Male,,,,"Blue, Brown, Green, Yellow",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,"{{Recipe |Name = Cotton Trunks |Primary Skill = Leathercraft |Primary Skill Level = 23 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Cotton Cloth, Antelope Sinew, Sheep Leather |Main Hand NQ = Cotton Trunks |Main Hand HQ+1 = Cotton Trunks +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cotton Trunks |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,396,,,,,,ge-item-pages
Cotton Tunic Back,451915,2011-10-07T02:33:43Z,1,Cotton Tunic Back,Back Cloth,,,,,,,,,,,,Cotton Tunic Back,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tunic Back | Primary Skill = Weaving | Primary Skill Level = 11 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Undyed Cotton Cloth, Cotton Yarn |Main Hand NQ = Cotton Tunic Back |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,201,,,,,The back half of a tunic made from undyed cotton cloth.,ge-item-pages
Cotton Tunic Back (Blue),403307,2011-10-07T02:33:49Z,1,Cotton Tunic Back (Blue),Back Cloth,,,,,All Classes,,,,,,,Cotton Tunic Back,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Back (Blue) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Celeste-blue Cotton Cloth, Cotton Yarn |Main Hand NQ = Cotton Tunic Back (Blue) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The back half of a tunic made from celeste-blue cotton cloth.,ge-item-pages
Cotton Tunic Back (Green),403412,2011-10-08T16:40:44Z,1,Cotton Tunic Back (Green),Back Cloth,,,,,All Classes,,,,,,,Cotton Tunic Back,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Back (Green) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Olive-green Cotton Cloth, Cotton Yarn |Main Hand NQ = Cotton Tunic Back (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The back half of a tunic made from olive-green cotton cloth.,ge-item-pages
Cotton Tunic Back (Red),403071,2011-10-07T02:33:53Z,1,Cotton Tunic Back (Red),Back Cloth,,,,,All Classes,,,,,,,Cotton Tunic Back,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Back (Red) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Mesa-red Cotton Cloth, Cotton Yarn |Main Hand NQ = Cotton Tunic Back (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The back half of a tunic made from mesa-red cotton cloth.,ge-item-pages
Cotton Tunic Back (Yellow),403030,2011-10-07T02:33:47Z,1,Cotton Tunic Back (Yellow),Back Cloth,,,,,All Classes,,,,,,,Cotton Tunic Back,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Back (Yellow) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Maize-yellow Cotton Cloth, Cotton Yarn |Main Hand NQ = Cotton Tunic Back (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The back half of a tunic made from maize-yellow cotton cloth.,ge-item-pages
Cotton Tunic Front,496908,2011-10-07T02:33:36Z,1,Cotton Tunic Front,Front Cloth,,,,,,,,,,,Undyed Cotton Cloth,Cotton Tunic Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tunic Front | Primary Skill = Weaving | Primary Skill Level = 11 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Cotton Cloth, Cotton Yarn, Bronze Buckle |Main Hand NQ = Cotton Tunic Front |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tunic made from undyed cotton cloth.,ge-item-pages
Cotton Tunic Front (Blue),403156,2011-10-07T02:33:55Z,1,Cotton Tunic Front (Blue),Front Cloth,,,,,All Classes,,,,,,Celeste-blue Cotton Cloth,Cotton Tunic Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Front (Blue) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Celeste-blue Cotton Cloth, Cotton Yarn, Bronze Buckle |Main Hand NQ = Cotton Tunic Front (Blue) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tunic made from celeste-blue cotton cloth.,ge-item-pages
Cotton Tunic Front (Green),403114,2011-10-07T02:33:50Z,1,Cotton Tunic Front (Green),Front Cloth,,,,,All Classes,,,,,,Olive-green Cotton Cloth,Cotton Tunic Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Front (Green) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Olive-green Cotton Cloth, Cotton Yarn, Bronze Buckle |Main Hand NQ = Cotton Tunic Front (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tunic made from olive-green cotton cloth.,ge-item-pages
Cotton Tunic Front (Red),380183,2011-10-07T02:33:40Z,1,Cotton Tunic Front (Red),Front Cloth,,,,,,,,,,,Mesa-red Cotton Cloth,Cotton Tunic Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Tunic Front (Red) | Primary Skill = Weaving | Primary Skill Level = 11 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Mesa-red Cotton Cloth, Cotton Yarn, Bronze Buckle |Main Hand NQ = Cotton Tunic Front (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tunic made from mesa-red cotton cloth.,ge-item-pages
Cotton Tunic Front (Yellow),403255,2011-10-07T02:33:35Z,1,Cotton Tunic Front (Yellow),Front Cloth,,,,,All Classes,,,,,,Maize-yellow Cotton Cloth,Cotton Tunic Front,"Blue,Green,Red,Yellow,Undyed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Cotton Tunic Front (Yellow) |Primary Skill = Weaving |Primary Skill Level = 11 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Maize-yellow Cotton Cloth, Cotton Yarn, Bronze Buckle |Main Hand NQ = Cotton Tunic Front (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,,,,,,The front half of a tunic made from maize-yellow cotton cloth.,ge-item-pages
Cotton Undershirt,100276,2012-05-11T01:31:30Z,0,Cotton Undershirt,Undershirt,,,21,,,Midlander,,,Male,,,,"Blue, Brown, Green, Yellow",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,"{{Recipe |Name = Cotton Undershirt |Primary Skill = Weaving |Primary Skill Level = 23 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Cotton Cloth, Cotton Yarn, Cotton Yarn |Main Hand NQ = Cotton Undershirt |Main Hand HQ+1 = Cotton Undershirt +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cotton Undershirt |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1320,,,,,,ge-item-pages
Cotton Undersleeves,100572,2012-05-11T01:34:06Z,0,Cotton Undersleeves,Undershirt,,,21,,,Elezen,,,Male,,,,"Blue, Brown, Green, Yellow",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,"{{Recipe |Name = Cotton Undersleeves |Primary Skill = Weaving |Primary Skill Level = 23 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Cotton Cloth, Cotton Yarn, Sheep Leather |Main Hand NQ = Cotton Undersleeves |Main Hand HQ+1 = Cotton Undersleeves +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cotton Undersleeves |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1320,,,,,,ge-item-pages
Cotton Work Gloves,187970,2012-05-11T01:35:48Z,0,Cotton Work Gloves,Gloves,,,21,,,,,"GLA, PGL, MRD, LNC, ARC, PLD, MNK, WAR, DRG, BRD, CRP, BSM, ARM, MIN, BTN, FSH",,18070,,,Yellow,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,Yes,Yes,,"{{Recipe | Name = Cotton Work Gloves | Primary Skill = Weaving | Primary Skill Level = 23 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Cotton Cloth, Undyed Hempen Cloth, Cotton Yarn, Cotton Boll |Main Hand NQ = Cotton Work Gloves |Main Hand HQ+1 =Cotton Work Gloves +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cotton Work Gloves |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1771,Weaver,,+1,Output,,ge-item-pages
Cotton Yarn,373924,2012-05-15T21:21:07Z,0,Cotton Yarn,Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Cotton Yarn | Primary Skill = Weaving | Primary Skill Level = 15 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = Spinning Training | Training 2 = | Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 2 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Cotton Boll, Cotton Boll |Main Hand NQ = Cotton Yarn x1 |Main Hand HQ+1 = Cotton Yarn +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cotton Yarn x1 |Off Hand HQ+1 = Cotton Yarn x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe |Name = Cotton Yarn |Primary Skill = Weaving |Primary Skill Level = 15 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 6 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Cotton Boll, Cotton Boll, Cotton Boll, Cotton Boll, Cotton Boll, Cotton Boll |Main Hand NQ = Cotton Yarn x3 |Main Hand HQ+1 = Cotton Yarn +1 x3 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Cotton Yarn x3 |Off Hand HQ+1 = Cotton Yarn x6 |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,57,,,+1,,Light yarn spun from cotton.,ge-item-pages
Counterfeit Chip Mold,13931,2010-12-26T02:34:00Z,0,Counterfeit Chip Mold,Quest Item,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,ge-item-pages
Crab Ball,504705,2012-05-19T03:02:37Z,0,Crab Ball,Bait,,,,,,,,FSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"{{Recipe |Name = Crab Ball |Primary Skill = Cooking |Primary Skill Level = 24 |Crystal 1 = Fire Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Rye Flour, Moth Pupa, River Crab, Distilled Water |Main Hand NQ = Crab Ball x24 |Main Hand HQ+1 = Crab Ball +1 x24 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Crab Ball x24 |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,5,,,1,,A ball of crab meat and rye flour paste. Processed bait for ocean shallow fishing.,ge-item-pages
Crab Bow,188315,2012-05-19T21:25:23Z,0,Crab Bow,Archer's Arm,,49,,,,,,"ARC, BRD",,190320,,,,,,87,4,1,,,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,yes,yes,,"{{Recipe | Name = Crab Bow | Primary Skill = Carpentry | Primary Skill Level = 53 |Crystal 1 = Wind Shard |Crystal 1 Amount = 1 |Crystal 2 = Ice Shard |Crystal 2 Amount = 12 |Ingredients = Oak Composite Bow, Green Megalocrab Shell, Red Coral, Rosewood Lumber |Main Hand NQ = Crab Bow |Main Hand HQ+1 = Crab Bow +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Crab Bow |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,7700,Carpenter,,,,,ge-item-pages
Crab Oil,478647,2012-05-14T00:20:36Z,0,Crab Oil,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Crab Oil | Primary Skill = Alchemy | Primary Skill Level = 22 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Megalocrab Leg, Megalocrab Leg |Main Hand NQ = Crab Oil x1 |Main Hand HQ+1 = Crab Oil +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Crab Oil x1 |Off Hand HQ+1 = Crab Oil x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Crab Oil | Primary Skill = Alchemy | Primary Skill Level = 22 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = River Crab, River Crab, River Crab, River Crab |Main Hand NQ = Crab Oil x1 |Main Hand HQ+1 = Crab Oil +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Crab Oil x1 |Off Hand HQ+1 = Crab Oil x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Crab Oil | Primary Skill = Alchemy | Primary Skill Level = 22 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Helmet Crab, Helmet Crab |Main Hand NQ = Crab Oil x1 |Main Hand HQ+1 = Crab Oil +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Crab Oil x1' |Off Hand HQ+1 = Crab Oil x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Crab Oil | Primary Skill = Alchemy | Primary Skill Level = 22 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Green Megalocrab Shell |Main Hand NQ = Crab Oil x2 |Main Hand HQ+1 = Crab Oil +1 x2 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Crab Oil x2 |Off Hand HQ+1 = Crab Oil x4 |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,249,,,,,A fragrant oil extracted from crabs.,ge-item-pages
