ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,mob_name,family,subfamily,subspecies,mob_type,job,gender,element,elemental_weakness,aggressive,behavior_flags,notorious_monster,level_low,level_high,hp_low,hp_high,mp_low,mp_high,drops_no_shards,drops_no_crystals,notes,etymology,source
U'Ghamaro Overman,415681,2012-02-23T06:33:54Z,0,U'Ghamaro Overman,Kobold,,,,Gladiator,,Earth,,Yes,,,55,,11205,,862,,,,,,ge-mob-pages
U'Ghamaro Underman,415646,2012-02-16T06:03:19Z,0,U'Ghamaro Underman,Kobold,,,,Conjurer,,Earth,,Yes,,,50,,2393,,3930,,,Yes,,,ge-mob-pages
Uncommon Cactuar,448312,2011-09-21T00:52:42Z,0,Uncommon Cactuar,Cactuar,,,,,,Lightning,,,,,30,54,366,1107,568,975,,,,,ge-mob-pages
Unknown Soldier,218248,2012-07-13T17:48:09Z,0,Unknown Soldier,Ghost,,,,Thaumaturge,,Ice,Fire,x,,x,47,,"19,285",,"25,530",,,,"Can teleport to players highest on hate list. TP move ""Curse"" resets hate.",,ge-mob-pages
Uraeus,11557,2012-07-27T21:25:40Z,0,Uraeus,Basilisk,,,,,,Fire,,x,,x,62,65,32767,,1138,1206,,,Spawns at night time (after 20:00),,ge-mob-pages
Vale Diremite,331483,2012-06-06T21:10:13Z,0,Vale Diremite,Diremite,,,,,,Earth,,Y,,,54,,,,,,,,,,ge-mob-pages
Vale Wasp,331593,2012-06-06T21:10:09Z,0,Vale Wasp,Aurelia,,,,,,Water,,Y,,,53,,,,,,,,,,ge-mob-pages
Velociraptor,58265,2011-09-19T03:41:14Z,0,Velociraptor,Raptor,,,,,,Fire,,x,,,65,74,4124,4923,1206,1438,,,,,ge-mob-pages
Venomtongue Assassin,400109,2012-05-29T01:52:01Z,0,Venomtongue Assassin,Enemy Humanoid,Lalafell,,,Thaumaturge,Male,,,Y,,,20,52,,,,,,,,,ge-mob-pages
VIIth Legion Centurion,355322,2012-07-23T07:30:18Z,0,VIIth Legion Centurion,Enemy Humanoid,Hyur,,,Gladiator,Male,,,Y,,,57,,,,,,,,"Plays an audio clip upon defeat, stating that ""My death means nothing, the empire will prevail.""",,ge-mob-pages
VIIth Legion Eques,355070,2012-06-09T03:41:34Z,0,VIIth Legion Eques,Enemy Humanoid,,,,Lancer,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
VIIth Legion Hoplomachus,355213,2012-06-09T03:44:57Z,0,VIIth Legion Hoplomachus,Enemy Humanoid,,,,Gladiator,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
VIIth Legion Laquearius,355162,2012-06-09T03:44:00Z,0,VIIth Legion Laquearius,Enemy Humanoid,,,,Marauder,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
VIIth Legion Medicus,355261,2012-06-09T03:45:32Z,0,VIIth Legion Medicus,Enemy Humanoid,,,,Conjurer,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
VIIth Legion Sagitarius,355111,2012-06-09T03:41:23Z,0,VIIth Legion Sagitarius,Enemy Humanoid,,,,Archer,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
VIIth Legion Secutor,355008,2012-06-09T03:39:58Z,0,VIIth Legion Secutor,Enemy Humanoid,,,,Pugilist,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
VIIth Legion Signifer,354966,2012-06-09T03:39:18Z,0,VIIth Legion Signifer,Enemy Humanoid,,,,Thaumaturge,,,,Y,,,54,55,,,,,,,,,ge-mob-pages
Vile Gnat,363096,2012-05-27T16:24:06Z,0,Vile Gnat,Gnat,,Gnat,,,,Lightning,,x,,,30,54,585,1487,2840,4875,,,,,ge-mob-pages
Void Flame,296011,2012-05-20T00:51:20Z,0,Void Flame,Wisp,,,,,,Fire,,Y,,,39,39,,,,,,,,,ge-mob-pages
Void Lantern,251440,2012-04-30T22:24:09Z,0,Void Lantern,Wisp,,,,,,Fire,,Yes,,,,,,,,,Yes,Yes,,,ge-mob-pages
Voidtongue Ahzabb Chah,4319,2012-08-30T03:21:24Z,0,Voidtongue Ahzabb Chah,Amalj'aa,,,,,,Fire,,x,,x,,,,,,,,,He spawns in a cave not shown on the Thanalan map. The entrance is at the very bottom of the map by the border between 18-36 and 19-36. He seems to be about level 30.,,ge-mob-pages
Vulture,62914,2012-10-24T07:40:25Z,0,Vulture,Vulture,Vulture,,,,,,,x,,,45,49,,,,,,,,,ge-mob-pages
Vulture Poacher,501222,2012-04-19T00:57:50Z,0,Vulture Poacher,Enemy Humanoid,,,,Archer,Female,,,,,,,,,,,,,,Agressive,,ge-mob-pages
Vulturetrap,495681,2011-10-24T05:47:52Z,0,Vulturetrap,Landtrap,,Flytrap,,,,Wind,,,,,40,44,1682,1819,744,803,,,,,ge-mob-pages
Wadjet,28852,2012-07-28T21:21:06Z,0,Wadjet,Basilisk,,,,,,,,Y,,Y,55,,,,,,Y,Y,"Spawns after Greater Buffalo is defeated, or after 5 minutes pass.",,ge-mob-pages
Wandering Bogy,322858,2012-06-01T04:40:42Z,0,Wandering Bogy,Ghost,,,,,,Ice,,Y,,,32,32,,,,,,,,,ge-mob-pages
Wandering Mage,322708,2012-06-01T04:39:01Z,0,Wandering Mage,Fomor,,,,Thaumaturge,,,,Y,,,34,34,,,,,,,,,ge-mob-pages
Wandering Soldier,322900,2012-06-01T04:41:56Z,0,Wandering Soldier,Fomor,,,,Lancer,,,,Y,,,34,34,,,,,,,,,ge-mob-pages
Wandering Wight,310611,2012-06-11T20:53:51Z,0,Wandering Wight,Wight,,,,Gladiator,,Ice,,Y,,,35,,,,,,,,,,ge-mob-pages
Wandering Wisp,359900,2012-06-01T04:36:08Z,0,Wandering Wisp,Wisp,,Wisp,,,,Fire,,x,,,30,54,439,1234,2840,4875,,,,,ge-mob-pages
Watchwolf,299829,2012-05-21T02:27:31Z,0,Watchwolf,Wolf,,,,,,,,Yes,,,50,55,,,,,,,,,ge-mob-pages
Water Elemental,439456,2012-09-30T04:35:25Z,0,Water Elemental,Elemental,,,,,,Water,Lightning,Yes,,,30,79,1827,5173,2840,7925,x,,,,ge-mob-pages
Waterdog,3949,2011-09-19T23:57:49Z,0,Waterdog,Salamander,,,,,,Ice,,x,,,75,79,8128,8795,1466,1585,,,,,ge-mob-pages
Wayside Archer,326052,2012-06-03T17:10:52Z,0,Wayside Archer,Enemy Humanoid,Miqo'te,,,Archer,Female,,,Y,,,48,48,,,,,,,,,ge-mob-pages
Wayside Backstabber,362514,2012-06-14T00:51:36Z,0,Wayside Backstabber,Enemy Humanoid,,,,Gladiator,,,,Y,,,48,,,,,,,,,,ge-mob-pages
Wayside Bewitcher,308104,2012-06-14T00:15:45Z,0,Wayside Bewitcher,Enemy Humanoid,,,,Thaumaturge,,,,Y,,,48,,,,,,,,,,ge-mob-pages
Wayside Bludgeoner,308040,2012-06-14T00:18:39Z,0,Wayside Bludgeoner,Enemy Humanoid,,,,Pugilist,,,,Y,,,48,,,,,,,,,,ge-mob-pages
Wayside Boarder,374598,2012-06-21T00:20:32Z,0,Wayside Boarder,Enemy Humanoid,Roegadyn,,,Gladiator,,,,Y,,,48,,,,,,,,,,ge-mob-pages
Wayside Lancer,326588,2012-06-03T17:12:27Z,0,Wayside Lancer,Enemy Humanoid,Hyur,,,Lancer,,,,Y,,,48,48,,,,,,,,,ge-mob-pages
Wayside Pugilist,326546,2012-06-03T17:11:01Z,0,Wayside Pugilist,Enemy Humanoid,Miqo'te,,,Pugilist,,,,Y,,,48,48,,,,,,,,,ge-mob-pages
Wayside Raider,374559,2012-06-21T00:20:57Z,0,Wayside Raider,Enemy Humanoid,Roegadyn,,,Marauder,,,,Y,,,48,,,,,,,,,,ge-mob-pages
Wayside Sniper,374515,2012-06-21T00:21:05Z,0,Wayside Sniper,Enemy Humanoid,Roegadyn,,,Archer,,,,Y,,,48,,,,,,,,,,ge-mob-pages
Wendigo,249055,2012-04-30T01:14:04Z,0,Wendigo,Wight,,,,,,Earth,,Yes,,,56,56,,,,,,,,,ge-mob-pages
Westroad Footpad,351041,2010-11-23T18:16:51Z,0,Westroad Footpad,Enemy Humanoid,,,Normal,Gladiator,Male,,,,,,,,,,,,,,,,ge-mob-pages
Westroad Raider,63255,2012-10-24T20:44:00Z,0,Westroad Raider,Enemy Humanoid,,,,Archer,Male,,,,,,31,31,,,,,,,,,ge-mob-pages
Wharf Rat,343197,2012-05-29T05:10:06Z,0,Wharf Rat,Rodent,,,,,,Earth,Water,,,,1,9,720,980,230,310,,,,,ge-mob-pages
Whiskerwall Kupdi Koop,248078,2012-06-06T16:26:18Z,0,Whiskerwall Kupdi Koop,Moogle,,,,Gladiator,Male,,,Yes,,Yes,50,,,,,,Yes,Yes,Uses Whisker Bash and grants Good King Moggle Mog XII the ability to use Whisker Bash after death.,,ge-mob-pages
Whitetalon,159963,2012-04-30T21:17:24Z,0,Whitetalon,Hippogryph,,,,,,,,Yes,,Yes,46,46,,,,,,,Spawns after two Ragged Hippocerfs have been defeated.,,ge-mob-pages
Wicked Soul,377038,2012-06-23T10:37:20Z,0,Wicked Soul,Ghost,,,,,,Ice,,A,,,30,42,,,,,,,,,ge-mob-pages
Widargelt the Watcher,321072,2012-05-31T05:28:42Z,0,Widargelt the Watcher,Enemy Humanoid,Hyur,,,Monk,Male,,,Y,,Y,55,55,,,,,Y,Y,,,ge-mob-pages
Widow's Suitor,296350,2012-05-20T01:07:10Z,0,Widow's Suitor,Diremite,,,,,,,,Y,,,39,39,,,,,,,Spawns when Shaula is at 50% HP. Spawns Bastard Mites when low on health.,,ge-mob-pages
Widowmaker (Diremite),486776,2011-09-22T01:18:31Z,0,Widowmaker,Diremite,,,,,,Earth,,x,,,75,79,3825,4139,1466,1585,,,,,ge-mob-pages
Wight Warrior,141337,2012-09-30T04:45:58Z,0,Wight Warrior,Wight,,,,,,Ice,,x,,,45,49,2649,2866,819,885,,,,,ge-mob-pages
Wild Boar,501573,2011-09-17T18:18:36Z,0,Wild Boar,Boar,,,,,Male,Fire,,,,,60,69,6049,7224,1095,1304,,,,,ge-mob-pages
Wild Ewe,290283,2012-05-29T04:59:49Z,0,Wild Ewe,Ram,,,,,Female,Wind,,,,,15,19,649,994,370,415,,,Appears to spawn EXTREMELY rarely,,ge-mob-pages
Wild Hog,473656,2012-09-29T08:14:16Z,0,Wild Hog,Boar,,,,,Male,Fire,,Y,,,40,49,3483,4156,744,885,,,,,ge-mob-pages
Wild Jackal,353501,2012-09-30T04:37:58Z,0,Wild Jackal,Wolf,,,,,,Lightning,Earth,,,,45,54,2385,2846,819,975,,,,,ge-mob-pages
Will-o'-the-wisp,309988,2012-05-30T03:56:18Z,0,Will-o'-the-wisp,Wisp,,Wisp,,,,Fire,,x,,,20,24,1092,1227,2135,2390,,,,,ge-mob-pages
Will-o'-the Wykes,501159,2012-04-19T00:58:19Z,0,Will-o'-the Wykes,Wisp,,Wisp,,,,Fire,,x,,,30,34,1462,1644,2840,3190,,,,,ge-mob-pages
Wind Elemental,362783,2012-06-06T19:46:53Z,0,Wind Elemental,Elemental,,,,,,Wind,Ice,Yes,,,30,69,1827,4249,2840,6520,x,,,,ge-mob-pages
Windborn Buccaneer,51015,2010-11-03T01:59:33Z,0,Windborn Buccaneer,Enemy Humanoid,,,Quest,Marauder,Male,,,,,,,,,,,,,,Roegadyn,,ge-mob-pages
Wingrat,346198,2012-05-30T03:57:00Z,0,Wingrat,Bat,,Bat,,,,Wind,,x,,,3,26,94,634,248,506,,,,,ge-mob-pages
Wisp Familiar,504134,2012-05-30T01:50:57Z,0,Wisp Familiar,Wisp,,Wisp,,Conjurer,,Fire,,,,,20,40,328,937,2135,3720,,,"Will commonly cast Fire, Burn, Absorb ATK, Absorb DEF, Absorb ACC, and Absorb EVA.",,ge-mob-pages
Wolf Poacher,417595,2012-09-26T03:51:38Z,0,Wolf Poacher,Enemy Humanoid,,,Quest,Pugilist,Female,,,,,,,,,,,,,,Miqo'te,,ge-mob-pages
Wood Weevil,459225,2012-05-29T01:26:18Z,0,Wood Weevil,Beetle,,,,,,Fire,,,,,10,34,130,740,322,638,,,,,ge-mob-pages
Woodsin Thrall,299115,2012-05-20T18:39:32Z,0,Woodsin Thrall,Ghost,,,,,,,,Y,,,15,15,,,,,,,South Shroud version shares spawns with Black Bat and Sultan's Trumpet,,ge-mob-pages
Woolywart Kupqu Kogi,247371,2012-06-06T16:40:19Z,0,Woolywart Kupqu Kogi,Moogle,,,,Archer,Male,,,Yes,,Yes,50,,,,,,Yes,Yes,Uses Moogle Eye Shot and grants Good King Moggle Mog XII the ability to use Moogle Eye Shot after death.,,ge-mob-pages
Xha Viqqoh the Nibbler,339258,2010-11-23T21:42:12Z,0,Xha Viqqoh the Nibbler,Enemy Humanoid,,,Quest,,Female,,,,,,,,,,,,,,Miqo'te,,ge-mob-pages
Yarzon Biter,38418,2011-09-23T12:51:32Z,0,Yarzon Biter,Yarzon,,,,,,Ice,,,,,35,39,1693,1876,657,726,,,,,ge-mob-pages
Yarzon Bleeder,498564,2012-06-05T05:22:11Z,0,Yarzon Bleeder,Yarzon,,,,,,Ice,,,,,20,29,887,1154,427,552,,,,,ge-mob-pages
Yarzon Burrower,69656,2011-09-23T17:58:25Z,0,Yarzon Burrower,Yarzon,,,,,,Ice,,x,,,45,49,2120,2293,819,885,,,,,ge-mob-pages
Yarzon Feeder,465991,2012-05-30T03:57:15Z,0,Yarzon Feeder,Yarzon,,,,,,Ice,,x,,,10,19,663,862,322,415,,,,,ge-mob-pages
Yarzon Invader,367262,2012-06-16T22:22:38Z,0,Yarzon Invader,Yarzon,,,,,,,,Y,,,15,,,,,,Y,Y,,,ge-mob-pages
Yarzon Scavenger,334198,2012-09-30T04:28:13Z,0,Yarzon Scavenger,Yarzon,,,,,,Ice,,x,,,35,44,1693,2079,657,803,,,,,ge-mob-pages
Yarzon Stalker,55776,2012-09-03T01:25:17Z,0,Yarzon Stalker,Yarzon,,,,,,,,,,,,,,,,,,,,,ge-mob-pages
Yellow Dewflower Sylph,364612,2011-09-20T02:22:19Z,0,Yellow Dewflower Sylph,Sylph,,,,,,Wind,,,,,30,50,768,1667,2840,4510,,,,,ge-mob-pages
Yotoli Hueloc the Austere,330251,2012-06-06T20:15:17Z,0,Yotoli Hueloc the Austere,Ixal,,,,Conjurer,,Wind,,Y,,Y,55,,,,,,,,,,ge-mob-pages
Young Antelope Stag,61948,2012-10-31T03:55:26Z,0,Young Antelope Stag,Antelope,,,,,Male,,,x,,,23,29,,,,,,,,,ge-mob-pages
Young Galago,498825,2011-09-18T02:01:09Z,0,Young Galago,Opo-opo,,,,,,Fire,,,,,15,19,944,1061,370,415,,,,,ge-mob-pages
Young Raptor,14120,2011-09-19T03:43:50Z,0,Young Raptor,Raptor,,,,,,Fire,,x,,,40,49,2523,3010,744,885,,,"Uses ranged attack, basic attack, conal AoE attack Foul Breath (Ability), and circular AoE attack Scythe Tail.",,ge-mob-pages
Zahar'ak Chandler,296707,2012-05-20T03:29:15Z,0,Zahar'ak Chandler,Amalj'aa,,,,Conjurer,,Fire,,Y,,,50,54,,,,,,,,,ge-mob-pages
Zahar'ak Drubber,259604,2012-05-23T15:23:59Z,0,Zahar'ak Drubber,Amalj'aa,,,,Pugilist,,Fire,Wind,Yes,,,50,53,3379,4012,786,3400,,,,,ge-mob-pages
Zahar'ak Feretrar,296772,2012-05-20T03:31:53Z,0,Zahar'ak Feretrar,Amalj'aa,,,,Thaumaturge,,Fire,,^,,,55,55,,,,,,,,,ge-mob-pages
Zahar'ak Halberdier,296417,2012-05-20T03:23:26Z,0,Zahar'ak Halberdier,Amalj'aa,,,,Lancer,,Fire,,Y,,,54,57,,,,,,,Two guard the gates and must be defeated to open each gate.,,ge-mob-pages
Zahar'ak Illuminator,296833,2012-05-20T03:33:48Z,0,Zahar'ak Illuminator,Amalj'aa,,,,Thaumaturge,,Fire,,^,,,55,55,,,,,,,,,ge-mob-pages
Zahar'ak Ostiary,297241,2012-05-20T04:03:06Z,0,Zahar'ak Ostiary,Amalj'aa,,,,Gladiator,,Fire,,Y,,,55,57,,,,,,,,,ge-mob-pages
Zahar'ak Scriniary,296948,2012-05-20T03:38:20Z,0,Zahar'ak Scriniary,Amalj'aa,,,,Thaumaturge,,Fire,,Y,,,55,55,,,,,,,,,ge-mob-pages
Zahar'ak Sniper,296899,2012-06-17T16:18:06Z,0,Zahar'ak Sniper,Amalj'aa,,,,Archer,,Fire,,Y,,,52,55,,,,,,,,,ge-mob-pages
Zanig'oh (1.X),18989,2012-02-14T22:15:33Z,0,Zanig'oh,Drake,,,,,,Fire,,x,,,60,,3558,,1095,,,,,,ge-mob-pages
Zikko,363406,2012-08-08T19:51:20Z,0,Zikko,Imp,,,,,,,,,,,,,,,,,,,,,ge-mob-pages
Zombie Mage,79974,2012-07-12T23:50:23Z,0,Zombie Mage,Fomor,,,,Thaumaturge,,Earth,,Y,,,40,52,2517,3805,819,6150,,,,,ge-mob-pages
Zombie Pikeman,79695,2012-05-29T02:08:42Z,0,Zombie Pikeman,Fomor,,,,Lancer,,Earth,,Y,,,40,52,2120,4368,819,1410,,,,,ge-mob-pages
