mob_name,zone,map_coords,event_or_quest,level_range,drops,behavior_flags,source
Goblin Thug,Nanawa Mines,,,29 - 30,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goblin Thug,Cassiopeia Hollow,,,29 - 30,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goblin Thug,The Mun-Tuy Cellars,,,29 - 30,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goblin Thug,Lower La Noscea,,,,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goblin Thug,Central Shroud,,,,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goblin Thug,Western Thanalan,,,,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goblin Thug,Coerthas Eastern Lowlands,,,,"{{Drops|Name=Broken Goblin Dagger||}}, {{Drops|Name=Brass Gobcog||}}, {{Drops|Name=Quicksilver||}}, {{Drops|Name=Goblin Mask||}}, {{Drops|Name=Mugwort||}}",P,ge-mob-pages
Goddess Girdle,Eastern La Noscea,23-10,,,"{{Drops|Name=Sunrise Tellin||}},{{Drops|Name=Jellyfish Umbrella||}},{{Drops|Name=Jellyfish Cnida||}},{{Drops|Name=Blacklip Oyster||}}",A,ge-mob-pages
Goddess Girdle,Upper La Noscea,23-11,,,"{{Drops|Name=Sunrise Tellin||}},{{Drops|Name=Jellyfish Umbrella||}},{{Drops|Name=Jellyfish Cnida||}},{{Drops|Name=Blacklip Oyster||}}",A,ge-mob-pages
Goddess Girdle,Western La Noscea,"17-18, 18-16",,,"{{Drops|Name=Sunrise Tellin||}},{{Drops|Name=Jellyfish Umbrella||}},{{Drops|Name=Jellyfish Cnida||}},{{Drops|Name=Blacklip Oyster||}}",A,ge-mob-pages
Godwin Goodgoat,Lower La Noscea,,Wanted: Godwin Goodgoat,,,,ge-mob-pages
Goobbue,Lower La Noscea,,,,,A,ge-mob-pages
Gorgebug,Eastern La Noscea,,Annexing the Shore,,,,ge-mob-pages
Gorged Djigga,Western Thanalan,,,,,A,ge-mob-pages
Grass Raptor,Coerthas Eastern Lowlands,51-28,,,"{{Drops|Name=Raptor Skin||}}, {{Drops|Name=Raptor Shank||}}",,ge-mob-pages
Grass Raptor,Coerthas Central Highlands,"26-31, 31-27",,,"{{Drops|Name=Raptor Skin|1|1}}, {{Drops|Name=Raptor Shank|2|1}}, {{Drops|Name=Raptor Sinew|2|1}}",,ge-mob-pages
Grass Raptor,Coerthas Eastern Highlands,44-7,,,"{{Drops|Name=Raptor Skin||}}, {{Drops|Name=Raptor Shank||}}",,ge-mob-pages
Gravid Crab,Western La Noscea,6-21,,72,,A,ge-mob-pages
Great Buffalo,Western La Noscea,"7,14",,,"{{Drops|Name=Bloody Bardiche Head||}}, {{Drops|Name=Bloody Lance Head||}}, {{Drops|Name=Buffalo Horn||}}",A,ge-mob-pages
Great Elm,Locke's Lie,,Skirmish,55,,A,ge-mob-pages
Great Oak,West Shroud,"14, 42",,55,{{Drops|Name=Unmarked Keystone|Link=|20|1}},A,ge-mob-pages
Greater Buffalo,Turtleback Island,1-1,Skirmish,55,,A,ge-mob-pages
Greedy Angler,Central Shroud,,"From the Sea to the Trees, Necrologos: Celeritous Impetus",,"{{Drops|Name=Scallop Shell|0|4}},{{Drops|Name=Orobon Liver|1|4}},{{Drops|Name=Hawksbill Shell|0|4}}",A,ge-mob-pages
Green Dewflower Sylph,South Shroud,,Operation: Sylph Stalkings,,{{Drops|Name=Sylphic Brownleaf||}},,ge-mob-pages
Grenade,Central Thanalan,27-35,,64,,A,ge-mob-pages
Greywine,Coerthas Central Highlands,,Into the Dragon's Maw,,,A,ge-mob-pages
Gripper,Shposhae,"6-7, 3-6",,15-17,"{{Drops|Name=Copper Shposhae Coffer Key|9|100}}, {{Drops|Name=Malm Kelp|20|100}}, {{Drops|Name=Megalocrab Leg|36|100}}, {{Drops|Name=Rothlyt Oyster|4|100}}",A,ge-mob-pages
Guano Gnat,Western Thanalan,29-19,Hearing Voices,34,,A,ge-mob-pages
Guano Gnat,The Mun-Tuy Cellars,29-19,Swimming in Suds,30-42,{{Drops|Name=Rat Tail|11|2}},A,ge-mob-pages
Guardian of the Grove,West Shroud,Turning Leaf,,,,A,ge-mob-pages
Guivre,East Shroud,,,,,A,ge-mob-pages
Guivre,Southern Thanalan,,Operation: Bloody Scales,,{{Drops|Name=Magicked Drake Scale||}},A,ge-mob-pages
Hairless Hare,East Shroud,,,,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Blue Coral||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Thyme||}}",P,ge-mob-pages
Haughtpox Bloatbelly,North Shroud,"20-13,27-15",,,"{{Drops|Name=Silver Gobcog|0|0}}, {{Drops|Name=White Scorpion|0|0}}, {{Drops|Name=Broken Aeolian Scimitar|0|0}}, {{Drops|Name=Gold Gobcog|0|0}}, {{Drops|Name=Moko Grass|0|0}}",A,ge-mob-pages
Headrip Ogre,Mor Dhona,,,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}}",A,ge-mob-pages
Headrip Ogre,Northern Thanalan,"19-7, 18-6",,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}}",A,ge-mob-pages
Headrip Ogre,Southern Thanalan,48-47,,,"{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Arrowheads||}}",A,ge-mob-pages
Headsman's Axe,Natalan,,,56,"{{Drops|Name=Ixali Willowknot|Link=|0|0}}, {{Drops|Name=Vortex Headdress|Link=|0|0}}",A,ge-mob-pages
Hedgemole,Mistbeard Cove,8-6,,46-49,"{{Drops|Name=Hedgemole Spine|}}, {{Drops|Name=Mole Sinew|}}",P,ge-mob-pages
Heliodor Doblyn,Copperbell Mines,4-4,,40-44,"{{Drops|Name=Copper Ore|Link=|25|100}}, {{Drops|Name=Mythril Ore|Link=|1|100}}, {{Drops|Name=Silver Ore|Link=|21|100}}, {{Drops|Name=Zinc Ore|Link=|29|100}}, {{Drops|Name=Obsidian|Link=|24|100}}",P,ge-mob-pages
Hellbender,East Shroud,,,,,A,ge-mob-pages
Hellbender,West Shroud,33-10,,,,A,ge-mob-pages
Hellsbound Warrior,The Dzemael Darkhold,,,52,,A,ge-mob-pages
Hellsfire Hedgemole,East Shroud,,Nine Ivies Behest,50,{{Drops|Name=Mole Meat|Link=|1|1}},P,ge-mob-pages
Hellsfire Hedgemole,Southern Thanalan,,Hiding Under the Beds,40-52,{{Drops|Name=Mole Meat|Link=|0|0}},P,ge-mob-pages
Hellsfire Hedgemole,Southern Thanalan,,Thwack Ye Mole,40-52,{{Drops|Name=Mole Meat|Link=|3|4}},P,ge-mob-pages
Hill Yarzon,North Shroud,,Eyeopener,40-52,"{{Drops|Name=Blue Yarzon Leg|Link=|1|3}}, {{Drops|Name=Rothlyt Oyster|Link= |1|3}}",P,ge-mob-pages
Hill Yarzon,North Shroud,,Alone in the Dark,40-52,{{Drops|Name=Blue Yarzon Leg|Link=|0|0}},A,ge-mob-pages
Hippocerf,Western Thanalan,,,30 - 34,"{{Drops|Name=Hippogryph Talon||}},{{Drops|Name=Hippogryph Sinew||}}",A,ge-mob-pages
Hippocerf,Coerthas Central Highlands,20-32,,35 - 39,"{{Drops|Name=Hippogryph Talon||}},{{Drops|Name=Hippogryph Sinew||}},{{Drops|Name=Chicken Breast||}},{{Drops|Name=Sunrise Tellin||}},{{Drops|Name=Blacklip Oyster||}}",A,ge-mob-pages
Hippocerf,Coerthas Eastern Lowlands,,,30 - 34,"{{Drops|Name=Hippogryph Talon||}},{{Drops|Name=Hippogryph Sinew||}}",A,ge-mob-pages
Hippogryph,Coerthas Central Highlands,,,70 - 74,"{{Drops|Name=Hippogryph Sinew||}},{{Drops|Name=Hippogryph Talon||}}",A,ge-mob-pages
Hippogryph,Coerthas Central Lowlands,,,70 - 74,"{{Drops|Name=Hippogryph Sinew||}},{{Drops|Name=Hippogryph Talon||}}",A,ge-mob-pages
Hippogryph,Coerthas Eastern Highlands,51-10,,65 - 74,"{{Drops|Name=Hippogryph Sinew||}},{{Drops|Name=Hippogryph Talon||}}",A,ge-mob-pages
Hippogryph,Coerthas Eastern Lowlands,60-28,,65 - 69,{{Drops|Name=Hippogryph Sinew||}},A,ge-mob-pages
Hippogryph,Coerthas Western Highlands,12-17,,70 - 74,"{{Drops|Name=Hippogryph Sinew||}},{{Drops|Name=Hippogryph Talon||}}",A,ge-mob-pages
Hippogryph Pup,Coerthas Central Lowlands,,,,"{{Drops|Name=Hippogryph Talon||}},{{Drops|Name=Hippogryph Sinew||}}",A,ge-mob-pages
Hippogryph Pup,Coerthas Eastern Highlands,47-10,,,"{{Drops|Name=Hippogryph Talon||}},{{Drops|Name=Hippogryph Sinew||}}",A,ge-mob-pages
Hispid Dormouse,Eastern La Noscea,25-41,,,,P,ge-mob-pages
Honeybee Swarm,Central Shroud,,,,"{{Drops|Name=Bee Basket||}}, {{Drops|Name=Beehive Chip||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Silex||}}",A,ge-mob-pages
Honeybee Swarm,North Shroud,,,,"{{Drops|Name=Bee Basket||}}, {{Drops|Name=Beehive Chip||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Silex||}}",A,ge-mob-pages
Honeybee Swarm,North Shroud,,,,"{{Drops|Name=Bee Basket||}}, {{Drops|Name=Beehive Chip||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Silex||}}",A,ge-mob-pages
Horde Mite,The Thousand Maws of Toto-Rak,Execution Chamber,,39,,A,ge-mob-pages
Hoverfly Swarm,Lower La Noscea,,,19 - 24,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",,ge-mob-pages
Hoverfly Swarm,Western Thanalan,15-34,,,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",,ge-mob-pages
Hoverfly Swarm,Cassiopeia Hollow,,,,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",,ge-mob-pages
Hungry Dreadwolf,Central Shroud,25-32,The Call of Nature,,,,ge-mob-pages
Hunter Kalong,Mor Dhona,,,,"{{Drops|Name=Cotton Boll||}},{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Bronze Arrowheads||}}",A,ge-mob-pages
Ice Elemental,Central Shroud,25-30,,30-39,,A,ge-mob-pages
Ice Elemental,Eastern La Noscea,,,50-59,,A,ge-mob-pages
Icebound Wrath,Central Shroud,Sorrel Haven,The Chorus of Cataclysm,55,,A,ge-mob-pages
Ifrit,The Bowl of Embers,,It Kills with Fire,35,,A,ge-mob-pages
Ifrit,The Bowl of Embers,,Ifrit Bleeds We Can Kill It,55,,A,ge-mob-pages
Ignis Fatuus (1.x),Lower La Noscea,20-26,Revelry in Rivalry,,,,ge-mob-pages
Ill-tempered Pteroc,North Shroud,,Treespeak Behest,45,,P,ge-mob-pages
Imperial Eques,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Eques,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Hastatus,East Shroud,,Together We Stand,,,,ge-mob-pages
Imperial Hoplomachus,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Hoplomachus,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Juggernaut,Mor Dhona,,Futures Perfect,50,,A,ge-mob-pages
Imperial Laqueairus,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Laqueairus,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Medicus,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Medicus,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Myrmillo,The Dzemael Darkhold,,,52,,A,ge-mob-pages
Imperial Pilus Prior,Lower La Noscea,26-31,Imperial Invasion (Event),50+,"{{Drops|Name=Faded Page|0|1}}, {{Drops|Name=Elixir|0|1}}",A,ge-mob-pages
Imperial Pilus Prior,Central Shroud,25-28,Imperial Invasion (Event),50+,"{{Drops|Name=Faded Page|0|0}}, {{Drops|Name=Elixir|0|0}}",A,ge-mob-pages
Imperial Pilus Prior,Central Thanalan,25-26,Imperial Invasion (Event),50+,"{{Drops|Name=Faded Page|0|0}}, {{Drops|Name=Elixir|0|0}}",A,ge-mob-pages
Imperial Primus Ordinarius,The Dzemael Darkhold,,,52,,A,ge-mob-pages
Imperial Retiarius,East Shroud,,Together We Stand,,,,ge-mob-pages
Imperial Sagitarius,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Sagitarius,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Secutor,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Secutor,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Signifer,Castrum Novum,,,55,,A,ge-mob-pages
Imperial Signifer,Coerthas Central Highlands,,,50,,A,ge-mob-pages
Imperial Speculator,East Shroud,,Together We Stand,22,,A,ge-mob-pages
Imperial Speculator,The Dzemael Darkhold,,,52,,A,ge-mob-pages
Imperial Triarius,East Shroud,,Together We Stand,,,,ge-mob-pages
Imperial Veles,The Dzemael Darkhold,,,52,,A,ge-mob-pages
Imperial War Hound,Mor Dhona,,,54,"{{Drops|Name=Hyena Fang |Link=|0|0}}, {{Drops|Name=Prickly Pineapple|Link=|0|0}}",A,ge-mob-pages
Imperial War Hound,Castrum Novum,,,54-55,"{{Drops|Name=Hyena Fang |Link=|0|0}}, {{Drops|Name=Prickly Pineapple|Link=|0|0}}",A,ge-mob-pages
Imptrap,Central Shroud,,,,,A,ge-mob-pages
Infernal Nail,The Bowl of Embers,,It Kills with Fire,35,,P,ge-mob-pages
Infernal Nail,The Bowl of Embers,,Ifrit Bleeds We Can Kill It,55,,P,ge-mob-pages
Inferno Drake,Coerthas Western Highlands,11-16,,,,A,ge-mob-pages
Inferno Drake,Coerthas Central Lowlands,35-40,,,,A,ge-mob-pages
Inferno Drake,Coerthas Eastern Highlands,52-14,,,,A,ge-mob-pages
Inferno Drake,Eastern Thanalan,,,,,A,ge-mob-pages
Inferno Drake,Southern Thanalan,,,,,A,ge-mob-pages
Inferno Drake,Northern Thanalan,11-18,,,,A,ge-mob-pages
Inland Angler,Central Shroud,,From the Sea to the Trees,,"{{Drops|Name=Scallop Shell||}},{{Drops|Name=Orobon Liver||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Hawksbill Shell||}}",A,ge-mob-pages
Inland Angler,North Shroud,,,,"{{Drops|Name=Scallop Shell||}},{{Drops|Name=Orobon Liver||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Hawksbill Shell||}}",A,ge-mob-pages
Iron Coblyn,Nanawa Mines,,,28-34,"{{Drops|Name=Tin Ore|Link=| 25|100}}, {{Drops|Name=Copper Ore|Link=|32|100}}",P,ge-mob-pages
Ironshell,East Shroud,45-29,Eye of the Dragon,35,,A,ge-mob-pages
Island Crab,Lower La Noscea,33-28,,30 - 34,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Island Crab,Western La Noscea,"5-18, 10-17",,35 - 39,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Island Crab,Cassiopeia Hollow,,,35 - 39,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Ixali Boundwing,South Shroud,41-47,,20-22,{{Drops|Name=Ixali Willowknot|Link=|0|11}},A,ge-mob-pages
Ixali Bravewing,Coerthas Central Highlands,,Requiem for the Fallen,53,,A,ge-mob-pages
Ixali Bravo,Coerthas Central Highlands,,Operation: Scar and Defeather,,"{{Drops|Name=Ixali Ebonknot||}}, {{Drops|Name=Ixali Mapleknot||}}, {{Drops|Name=Ixali Willowknot||}}",A,ge-mob-pages
Ixali Bravo,East Shroud,,Operation: Frame Work,,"{{Drops|Name=Ixali Ebonknot||}}, {{Drops|Name=Ixali Mapleknot||}}, {{Drops|Name=Ixali Willowknot||}}",A,ge-mob-pages
Ixali Fearcaller,South Shroud,41-47,,20-22,{{Drops|Name=Ixali Willowknot|Link=|4|10}},A,ge-mob-pages
Ixali Fencer,North Shroud,23-16,,40 - 54,"{{Drops|Name=Ixali Ebonknot||}}, {{Drops|Name=Ixali Mapleknot||}}, {{Drops|Name=Ixali Willowknot||}}",A,ge-mob-pages
Ixali Fogcaller,Coerthas Central Highlands,,Requiem for the Fallen,53,,A,ge-mob-pages
Ixali Fogcaller,The Battle for Hyrstmill,,The Battle for Hyrstmill,56,,A,ge-mob-pages
Ixali Sabreur,Coerthas Central Highlands,,Requiem for the Fallen,53,,A,ge-mob-pages
Ixali Sabreur,The Battle for Hyrstmill,,The Battle for Hyrstmill,56,,A,ge-mob-pages
Ixali Scout,North Shroud,26-11,Doing It the Bard Way,52,{{Drops|Name=Ixali Willowknot|1|1}},A,ge-mob-pages
Ixali Squire,South Shroud,41-47,,20-22,{{Drops|Name=Ixali Willowknot|Link=|2|11}},A,ge-mob-pages
Ixali Stillbeak,South Shroud,41-47,,20-22,{{Drops|Name=Ixali Willowknot|Link=|2|6}},A,ge-mob-pages
Ixali Strongbeak,Coerthas Central Highlands,,Requiem for the Fallen,53,,A,ge-mob-pages
Ixali Strongbeak,The Battle for Hyrstmill,,The Battle for Hyrstmill,56,,A,ge-mob-pages
J'moldva (Mob),Gridania,Wailing Barracks,Unalienable Rights,30,,A,ge-mob-pages
Jackal Pup,Shposhae,,,18-21,"{{Drops|Name=Antelope Sinew|7|38}}, {{Drops|Name=Raptor Sinew|9|38}}, {{Drops|Name=Bronze Shposhae Coffer Key|6|38}}, {{Drops|Name=Hippogryph Sinew|5|38}}, {{Drops|Name=Hyena Fang|}}",A,ge-mob-pages
Jackanapes,South Shroud,45-51,,,"{{Drops|Name=Galago Mint|5|15}}, {{Drops|Name=Alligator Pear|3|15}}, {{Drops|Name=Jade Peas|2|15}}, {{Drops|Name=Dated Leather Jacket (Black)|0|15}}, {{Drops|Name=Dated Canvas Tabard|2|15}}, {{Drops|Name=Ramhorn Zucchini|0|15}}, {{Drops|Name=Dated Tracker's Tunic|0|15}}, {{Drops|Name=Dated Canvas Acton (Auburn)|0|15}}, {{Drops|Name=Bow of Owls|4|17}}, {{Drops|Name=Toadskin Jacket|2|15}}, {{Drops|Name=Faerie Apple|1|15}}, {{Drops|Name=Dated Velveteen Shirt|1|15}}, {{Drops|Name=Gridanian Chestnut|3|15}}, {{Drops|Name=Lalafellin Lentil|2|15}}, {{Drops|Name=Dated Cotton Halfrobe|1|15}}, {{Drops|Name=Chicken Breast|2|15}}",P,ge-mob-pages
Jellyfish,Lower La Noscea,,Jellyfish in a Barrel,,"{{Drops|Name=Jellyfish Umbrella||}},{{Drops|Name=Jellyfish Cnida||}},{{Drops|Name=Finger Shrimp||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Scallop Shell||}}",,ge-mob-pages
Jellyfish,Western La Noscea,,,,"{{Drops|Name=Jellyfish Umbrella||}},{{Drops|Name=Jellyfish Cnida||}},{{Drops|Name=Finger Shrimp||}},{{Drops|Name=Miter Shell||}},{{Drops|Name=Scallop Shell||}}",,ge-mob-pages
Jenlyns Straightblade,Central Thanalan,,Parley on High Ground,52,,A,ge-mob-pages
Jetsam Jelly,Eastern La Noscea,41-19,Assessing the Damage,20,"{{Drops|Name=Jellyfish Cnida|5|20}},{{Drops|Name=Jellyfish Umbrella|3|20}},{{Drops|Name=Finger Shrimp|3|20}},{{Drops|Name=Miter Shell|1|20}},{{Drops|Name=Scallop Shell|2|20}}",P,ge-mob-pages
Jumping Djigga,Nanawa Mines,,,22 - 25,"{{Drops|Name=Cotton Boll||}}, {{Drops|Name=Spoken Blood||}}, {{Drops|Name=Fine Sand||}}, {{Drops|Name=Scalekin Blood||}}",A,ge-mob-pages
Jumping Djigga,Eastern Thanalan,,,,,A,ge-mob-pages
Kalong,Western La Noscea,,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Bronze Arrowheads||}},{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Firepot||}},{{Drops|Name=Hyena Hide||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Antelope Sinew||}},{{Drops|Name=Vulture Feather||}},{{Drops|Name=Hyena Fang||}},{{Drops|Name=Eye of Earth||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Red Coral||}}",A,ge-mob-pages
Kalong,The Mun-Tuy Cellars,6-7,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Bronze Arrowheads||}},{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Firepot||}},{{Drops|Name=Hyena Hide||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Antelope Sinew||}},{{Drops|Name=Vulture Feather||}},{{Drops|Name=Hyena Fang||}},{{Drops|Name=Eye of Earth||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Red Coral||}}",A,ge-mob-pages
Kalong,Coerthas Central Highlands,,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Bronze Arrowheads||}},{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Firepot||}},{{Drops|Name=Hyena Hide||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Antelope Sinew||}},{{Drops|Name=Vulture Feather||}},{{Drops|Name=Hyena Fang||}},{{Drops|Name=Eye of Earth||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Red Coral||}}",A,ge-mob-pages
Kalong,Coerthas Eastern Highlands,,,,"{{Drops|Name=Bat Fang||}},{{Drops|Name=Bat Wing||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Bronze Arrowheads||}},{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Firepot||}},{{Drops|Name=Hyena Hide||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Antelope Sinew||}},{{Drops|Name=Vulture Feather||}},{{Drops|Name=Hyena Fang||}},{{Drops|Name=Eye of Earth||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Red Coral||}}",A,ge-mob-pages
Karakul Ewe,Central Shroud,,Necrologos: In Shadow Bemantled,,{{Drops|Name=Karakul Fleece||}},P,ge-mob-pages
Ked,Coerthas Central Highlands,41-17,,55-65,,A,ge-mob-pages
Ked,Central Thanalan,27-35,,56,,A,ge-mob-pages
Kedtrap,Upper La Noscea,14-25,,,,A,ge-mob-pages
Kedtrap,Lower La Noscea,,,,,A,ge-mob-pages
King Apkallu,Upper La Noscea,24-15,,,"{{Drops|Name=Apkallu Down||}},{{Drops|Name=Saber Sardine||}},{{Drops|Name=Apkallu Egg||}},{{Drops|Name=Wahoo||}},{{Drops|Name=Jellyfish Umbrella||}}",A,ge-mob-pages
Kobold Acolyte,Lower La Noscea,33-29,,33-39,"{{Drops|Name=Blue Cheese|Link=|0|0}}, {{Drops|Name=Maiden Artichoke|Link=|0|0}}, {{Drops|Name=Titan Copperpiece|Link=|0|0}}",A,ge-mob-pages
Kobold Almsman,Eastern La Noscea,"36-19, 36-16, 31-22",,20-29,"{{Drops|Name=Titan Copperpiece|Link=|1|6}}, {{Drops|Name=Hi-potion|1|6}}",A,ge-mob-pages
Kobold Ascetic,Eastern La Noscea,"36-19, 36-16, 31-22",,20-29,"{{Drops|Name=Titan Copperpiece|Link=|1|7}}, {{Drops|Name=Hi-potion|0|7}}",A,ge-mob-pages
Kobold Ashman,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),52,,A,ge-mob-pages
Kobold Bedesman,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),52,,A,ge-mob-pages
Kobold Footman,Lower La Noscea,33-29,,33-39,"{{Drops|Name=Blue Cheese|Link=|0|0}}, {{Drops|Name=Maiden Artichoke|Link=|0|0}}, {{Drops|Name=Titan Copperpiece|Link=|0|0}}",A,ge-mob-pages
Kobold Junkman,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),53,,A,ge-mob-pages
Kobold Kirkman,Lower La Noscea,33-29,,33-39,"{{Drops|Name=Blue Cheese|Link=|0|0}}, {{Drops|Name=Maiden Artichoke|Link=|0|0}}, {{Drops|Name=Titan Copperpiece|Link=|0|0}}",A,ge-mob-pages
Kobold Mendicant,Upper La Noscea,,,40 - 49,,,ge-mob-pages
Kobold Packman,Eastern La Noscea,"36-19, 36-16, 31-22",,20-29,"{{Drops|Name=Titan Copperpiece|Link=|3|8}}, {{Drops|Name=Hi-potion|3|8}}",A,ge-mob-pages
Kobold Patrolman,Upper La Noscea,18-13,,47-49,"{{Drops|Name=Maiden Artichoke | 1| 6}}, {{Drops|Name=Blue Cheese | 2| 6}}",A,ge-mob-pages
Kobold Pickman,Eastern La Noscea,"36-19, 36-16, 31-22",,20-29,"{{Drops|Name=Titan Copperpiece|Link=|2|10}}, {{Drops|Name=Hi-potion|1|8}}",A,ge-mob-pages
Kobold Pitman,Lower La Noscea,33-29,,33-39,"{{Drops|Name=Blue Cheese|Link=|0|0}}, {{Drops|Name=Maiden Artichoke|Link=|0|0}}, {{Drops|Name=Titan Copperpiece|Link=|0|0}}",A,ge-mob-pages
Kobold Prelate,Upper La Noscea,25-6,,50 - 54,,A,ge-mob-pages
Kobold Prelate,U'Ghamaro Mines,6-4,,50 - 53,,A,ge-mob-pages
Kobold Quarryman,Upper La Noscea,18-13,,47-49,"{{Drops|Name=Maiden Artichoke | 2|18}}, {{Drops|Name=Titan Copperpiece | 3|18}}, {{Drops|Name=Blue Cheese | 8|18}}",A,ge-mob-pages
