source_ordinal,observation_id,created_at,zone,canonical_zone_name,client_zone_name,zone_identity_status,category,category_basis,subject_type,subject_name,subject_identity_status,profile_id,map_bounds,position,rotation,notes,placement_claim_status
216,a75ff5b7-6f82-4689-9bd5-e5f6fd923fd2,2026-09-16T13:34:46.2378691Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Dodo,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-956.8652954101562,53.734649658203125,-878.128662109375]",2.191704034805298,Dodo sapwn,observation-only; home/slot/respawn unresolved
217,cfbd8742-8312-4ec9-94ee-b65345098159,2026-09-16T13:34:59.7256954Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Dodo,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-965.4072875976562,53.94019317626953,-879.5604858398438]",-1.3679590225219727,Dodo spawn,observation-only; home/slot/respawn unresolved
218,0243facf-9a44-49d0-bae4-f4964ef19d29,2026-09-16T13:36:27.0941365Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ocean Roseling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-947.8359985351562,57.12978744506836,-958.3056640625]",1.5648424625396729,Ocean Roseling spawn,observation-only; home/slot/respawn unresolved
219,aa0758d9-ead6-4db5-a429-f60f6ae0e2b1,2026-09-16T13:36:35.974408Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ocean Roseling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-940.2620239257812,58.908016204833984,-952.4788818359375]",1.1984202861785889,Ocean Roseling spawn,observation-only; home/slot/respawn unresolved
220,c29bddd4-fe85-418a-b7b6-20a986d8e36b,2026-09-16T13:36:43.5899364Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ocean Roseling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-949.2199096679688,56.63291549682617,-952.18115234375]",-1.5800247192382812,Ocean Roseling spawn,observation-only; home/slot/respawn unresolved
221,007f3596-d440-43ae-a315-7b1b37e44692,2026-09-16T13:36:51.82209Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ocean Roseling,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-948.1614990234375,57.03519058227539,-964.539794921875]",2.8964805603027344,Ocean Roseling spawn,observation-only; home/slot/respawn unresolved
222,8561dcdf-72ae-4b53-bbb5-d58debdfb54b,2026-09-16T13:38:15.3819864Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pack Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1087.014892578125,52.147666931152344,-1058.363037109375]",-1.6203217506408691,Pack Rat spawn,observation-only; home/slot/respawn unresolved
223,b7a32b12-42b9-4a8d-943b-66ad6ad1cf65,2026-09-16T13:38:22.9811394Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pack Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1087.3165283203125,53.27363967895508,-1066.7451171875]",2.97739315032959,Pack Rat spawn,observation-only; home/slot/respawn unresolved
224,fd0c0ac3-cbd6-43f4-852c-7bbc7abfefca,2026-09-16T13:38:32.9345204Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pack Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1084.7197265625,52.08745574951172,-1054.6011962890625]",-0.35437917709350586,Pack Rat spawn,observation-only; home/slot/respawn unresolved
225,95e66687-b210-4f18-abf1-66b6a469c366,2026-09-16T13:38:40.5100492Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pack Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1078.4224853515625,52.68515396118164,-1065.4783935546875]",2.8885436058044434,Pack Rat spawn,observation-only; home/slot/respawn unresolved
226,550999a6-3f25-421f-be5f-79623496433f,2026-09-16T13:38:48.9262076Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pack Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1095.3980712890625,53.44993209838867,-1061.3226318359375]",-1.6106395721435547,Pack Rat spawn,observation-only; home/slot/respawn unresolved
227,e25e4007-49fd-457b-9f08-2b50f3d4bc66,2026-09-16T13:39:03.8461667Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Dodo,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1097.28955078125,54.310791015625,-1039.473388671875]",-0.6563091278076172,Dodo spawn,observation-only; home/slot/respawn unresolved
228,baa04344-1b3e-4814-a7c6-9187eca6cfa2,2026-09-16T13:55:09.4302137Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1783.47900390625,54.097198486328125,-1350.76318359375]",1.907591700553894,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
229,7b02afda-2a3f-4825-93a4-dd538e847305,2026-09-16T13:55:32.8142795Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1764.1820068359375,55.46054458618164,-1367.6962890625]",2.0089359283447266,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
230,7f2e6386-ef28-4c8f-a304-85b72af997ee,2026-09-16T13:55:43.5425354Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1782.7567138671875,53.835792541503906,-1359.94775390625]",-1.0975360870361328,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
231,9cd61d7d-d9c5-4c63-a087-5592862cbf14,2026-09-16T13:56:03.3744549Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1778.827880859375,46.31858444213867,-1393.350830078125]",1.7986090183258057,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
232,22970a05-d0ac-42b1-970a-700d8afcf2a1,2026-09-16T13:56:11.8706857Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1761.745361328125,46.720340728759766,-1387.2276611328125]",1.0756700038909912,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
233,51c38660-130d-407b-8cbd-cdc8ab5b6e26,2026-09-16T13:56:34.8782275Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1692.8497314453125,47.246665954589844,-1328.209716796875]",1.7826943397521973,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
234,f81ae8e8-71b6-4f80-8e21-7df3ea25c148,2026-09-16T13:56:43.1585403Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Rhotano Buccaneer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1685.7764892578125,46.38935470581055,-1314.8345947265625]",1.0440990924835205,Rhotano Buccaneer spawn,observation-only; home/slot/respawn unresolved
235,88af7ea5-b1d0-4928-90e3-8cae17f4de37,2026-09-16T14:31:29.3192524Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Black Crow Cleaver,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1724.8995361328125,46.369293212890625,-1331.6016845703125]",-1.759566307067871,Black Crow Cleaver Spawn,observation-only; home/slot/respawn unresolved
236,acfc8797-ae10-44a0-ac39-fe432cf5ba9a,2026-09-16T14:32:03.9838992Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Black Crow Swashbuckler,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1718.2020263671875,46.281925201416016,-1338.4140625]",2.9973533153533936,Black Crow Swashbuckler spawn,observation-only; home/slot/respawn unresolved
237,1466a755-973f-4d32-82aa-4d017a2c5793,2026-09-16T14:32:41.6793867Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Black Crow archer,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1719.22705078125,45.27799987792969,-1330.9825439453125]",0.8579387068748474,Black Crow archer spawn,observation-only; home/slot/respawn unresolved
18,20d62b06-0d0c-423f-a27f-f70cfc4d33cc,2026-09-16T03:39:24.8561769Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Brunadier,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1130.3653564453125,45.582237243652344,-929.8154907226562]",-0.27739906311035156,Brunadier camp npc,observation-only; home/slot/respawn unresolved
19,17e1178a-13d1-4153-aa2a-01a7fe75dd21,2026-09-16T03:40:00.5756452Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Kokomui,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1131.264404296875,45.537593841552734,-925.3712768554688]",-1.2662873268127441,Kokomui spawn,observation-only; home/slot/respawn unresolved
119,3ba86aaf-cc58-4031-8531-b50e9afe2f37,2026-09-16T05:20:55.8264701Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Lolojo,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1089.176025390625,54.5,-452.09893798828125]",-2.1464314460754395,Lolojo spawn,observation-only; home/slot/respawn unresolved
120,c625ac69-8e79-4ad3-b1ed-748a054a0e05,2026-09-16T05:21:34.7704291Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Tutumoko,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1096.4749755859375,54.28865051269531,-454.253662109375]",-2.5394434928894043,Tutumoko spawn,observation-only; home/slot/respawn unresolved
200,a17bd38a-eb79-49f9-95ce-1ef3d4b86ecf,2026-09-16T13:18:10.9974235Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Solelle,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-990.972412109375,61.74954605102539,-1108.9969482421875]",-0.14174795150756836,Camp npc spawn,observation-only; home/slot/respawn unresolved
201,18483a27-b15e-4770-a749-454f93487c25,2026-09-16T13:25:45.7496403Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,storm sargeant Larille,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1009.955078125,61.685237884521484,-1125.631103515625]",-2.4177350997924805,storm sargeant Larille spawn,observation-only; home/slot/respawn unresolved
202,5ecc96f5-2f26-423f-af62-521ca5507ece,2026-09-16T13:26:12.8538236Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Randwulf,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1009.7875366210938,61.69905090332031,-1132.6949462890625]",3.038337469100952,Randwulf spawn,observation-only; home/slot/respawn unresolved
203,58c82238-dcd1-4669-b190-3cfb9f65a496,2026-09-16T13:26:35.4536674Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Pack chocobo,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-1016.7656860351562,61.67667770385742,-1130.1251220703125]",-1.4534854888916016,Pack chocobo spawn,observation-only; home/slot/respawn unresolved
204,747d1d4e-81ef-4ad4-a97f-11086435f45f,2026-09-16T13:28:31.5497262Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Ahldeon,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-993.4061889648438,61.474830627441406,-1133.4354248046875]",0.15774761140346527,Ahldeon spawn,observation-only; home/slot/respawn unresolved
205,306d41ea-10cb-4184-9bb3-9dce1e138975,2026-09-16T13:28:54.1097314Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,E'ptolmi,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-990.1720581054688,61.51192855834961,-1131.9136962890625]",-0.35544776916503906,E'ptolmi spawn,observation-only; home/slot/respawn unresolved
206,ef9816b5-6cbc-4450-b221-81fe67a696d4,2026-09-16T13:29:15.3981311Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Hihyaja,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-996.4512329101562,61.600955963134766,-1130.2200927734375]",-0.135406494140625,Hihyaja spawn,observation-only; home/slot/respawn unresolved
207,61961d9b-2fc8-4b75-9140-54f39114b783,2026-09-16T13:29:38.0139385Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Haustefort,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[-997.3286743164062,61.47658920288086,-1134.67822265625]",-0.585637092590332,Haustefort spawn,observation-only; home/slot/respawn unresolved
1,b665b9cc-2d78-425c-9cc8-dbf674386c2c,2026-09-17T04:49:41.8373282Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Forchetaix,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[281.55224609375,26.966699600219727,344.67852783203125]",1.001664400100708,Forchetaix npc spawn,observation-only; home/slot/respawn unresolved
2,ae2ecc91-33a4-407b-8aa9-6bae5cc34dca,2026-09-17T04:51:17.317296Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,ChaChapi,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[291.06341552734375,27.730684280395508,345.0544128417969]",0.0,"ChaChapi npc spawn, they are sitting on the box",observation-only; home/slot/respawn unresolved
3,d7455b07-bdec-4fa6-9c2f-3337a8f61e59,2026-09-17T04:51:51.9492175Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Baenryss,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[292.64959716796875,27.89442253112793,348.8808898925781]",-1.5828208923339844,Baenryss npc spawn,observation-only; home/slot/respawn unresolved
735,fcaff974-178c-4bc1-939d-e8fba7c4a962,2026-09-19T05:17:25.2274825Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Guiding Star,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[665.14794921875,64.14472961425781,-1109.91748046875]",-0.621678352355957,Guiding Star npc spawn,observation-only; home/slot/respawn unresolved
718,cba246f2-cd1c-443c-b830-b41c1f80f60b,2026-09-19T05:17:48.2433125Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Hundred Eyes,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[659.4371337890625,64.4596939086914,-1109.8763427734375]",0.9493892192840576,Hundred Eyes npc spawn,observation-only; home/slot/respawn unresolved
714,c768ca78-c7df-40a9-8198-c3018def9c6d,2026-09-19T05:18:30.7632535Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Eyriguht,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[610.197021484375,53.1308479309082,-1162.3798828125]",1.1751049757003784,Eyriguht npc spawn,observation-only; home/slot/respawn unresolved
677,4b9593b8-997e-4ec4-a198-5137ddfaec48,2026-09-19T05:19:10.5719892Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Magaswyn,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[615.018798828125,53.631561279296875,-1181.0250244140625]",1.268347144126892,Magaswyn npc spawn,observation-only; home/slot/respawn unresolved
720,d305a8a4-e4cf-4e10-a7f5-972758ba8710,2026-09-19T05:19:38.1313498Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Senah Chalahko,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[636.4481811523438,52.64878845214844,-1182.85009765625]",-0.6473865509033203,Senah Chalahko npc spawn,observation-only; home/slot/respawn unresolved
652,035d78cc-966d-41b7-a4ca-b7c12a7e9d71,2026-09-19T05:20:20.9796065Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Sizha Epocan,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[627.7476806640625,53.586666107177734,-1197.88623046875]",0.5302900075912476,Sizha Epocan npc spawn,observation-only; home/slot/respawn unresolved
657,0e70cf65-84d2-4213-bfdf-274cf3ddf3b7,2026-09-19T05:20:54.1715066Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,E'bandala Sweetmane,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[621.5770263671875,53.606719970703125,-1195.7791748046875]",-0.3708486557006836,E'bandala Sweetmane npc spawn,observation-only; home/slot/respawn unresolved
724,df297f11-44cc-4156-949c-c7e4e5335f90,2026-09-19T05:21:27.6671687Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Waldibert,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[605.6527099609375,53.84126663208008,-1185.47509765625]",1.2085533142089844,Waldibert npc spawn,observation-only; home/slot/respawn unresolved
725,e171ec02-620c-4251-beb1-7fac62ea33e1,2026-09-19T05:22:00.1632844Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Walcher,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[622.1185913085938,53.80223846435547,-1206.168701171875]",-1.2788424491882324,Walcher npc spawn,observation-only; home/slot/respawn unresolved
667,2f9d5435-95d1-4f7d-8fa7-88015bdc7b11,2026-09-19T05:22:29.8112622Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,I'nairoh,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[598.1356811523438,55.000022888183594,-1215.1417236328125]",0.14859016239643097,I'nairoh npc spawn,observation-only; home/slot/respawn unresolved
723,def367e4-9198-448b-bc8b-7f8cccd69fce,2026-09-19T05:23:05.9554084Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Syzfrusk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[585.1802978515625,54.17418670654297,-1200.3582763671875]",1.838661789894104,Syzfrusk npc spawn,observation-only; home/slot/respawn unresolved
690,7c77ed9f-539a-4a0f-bd7b-160ecba406ca,2026-09-19T11:10:27.6689162Z,128,Lower La Noscea,unresolved,unresolved,npc,raw subject_type=npc,npc,Lolojo,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1079.0018310546875,54.4985237121582,-452.2247924804687]",-2.77874493598938,Lolojo npc spawn,observation-only; home/slot/respawn unresolved
