record_index,capture,scenario_id,lane_index,frame_index,subevent_index,packet_index,record_in_packet,stream_offset,source_actor_id,destination_actor_id,target_marker,property_hash,value_width,value_hex,value_u_le,value_f32
2011,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,854,28,118,10,73,43723073,43723073,,0x19b5d704,4,0000803f,1065353216,1
2012,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,854,28,118,11,82,43723073,43723073,,0x1bc92b93,2,ffff,65535,
2013,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,854,28,118,12,89,43723073,43723073,,0x1e1bdb29,2,ffff,65535,
2014,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,854,28,118,13,96,43723073,43723073,,0xb1cbe069,1,01,1,
2015,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,854,28,118,14,102,43723073,43723073,,0xf8a7dab1,1,03,3,
2016,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,854,28,118,15,108,43723073,43723073,,0x20fe7d3f,1,03,3,
2017,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,0,1,43723073,43723073,,0x002c1cd3,4,1109f5a0,2700413201,-4.15106141e-19
2018,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,1,10,43723073,43723073,,0xd22a70b1,1,01,1,
2019,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,2,16,43723073,43723073,,0xd6917eac,4,99727a3e,1048212121,0.24457778
2020,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,3,25,43723073,43723073,,0x6974eda5,4,00b4f1a0,2700194816,-4.09461021e-19
2021,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,4,34,43723073,43723073,,0x5cdee710,4,38b0f1a0,2700193848,-4.09435998e-19
2022,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,5,43,43723073,43723073,,0x1fa0bdf7,4,3eb0f1a0,2700193854,-4.09436154e-19
2023,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,6,52,43723073,43723073,,0x570e1086,4,34b0f1a0,2700193844,-4.09435895e-19
2024,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,7,61,43723073,43723073,,0xcfff28e0,4,acb0f1a0,2700193964,-4.09438997e-19
2025,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,8,70,43723073,43723073,,0xd4235016,4,43b0f1a0,2700193859,-4.09436283e-19
2026,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,9,79,43723073,43723073,,0x58060af4,4,abb0f1a0,2700193963,-4.09438971e-19
2027,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,10,88,43723073,43723073,,0x073c06a8,4,3fb0f1a0,2700193855,-4.09436179e-19
2028,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,11,97,43723073,43723073,,0xad01c385,4,b5b0f1a0,2700193973,-4.0943923e-19
2029,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,0,119,12,106,43723073,43723073,,0xd485feaa,4,4ab0f1a0,2700193866,-4.09436464e-19
2030,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,0,1,43723073,43723073,,0xab82239b,4,42b0f1a0,2700193858,-4.09436257e-19
2031,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,1,10,43723073,43723073,,0xa23b5013,1,01,1,
2032,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,2,16,43723073,43723073,,0x14d7f7bd,1,01,1,
2033,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,3,22,43723073,43723073,,0xe2983e05,1,01,1,
2034,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,4,28,43723073,43723073,,0x774a02bf,1,06,6,
2035,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,5,34,43723073,43723073,,0x5ab3d930,1,0c,12,
2036,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,6,40,43723073,43723073,,0x822c9556,1,09,9,
2037,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,7,46,43723073,43723073,,0x0efb82d4,1,02,2,
2038,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,8,52,43723073,43723073,,0xaad96353,1,02,2,
2039,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,9,58,43723073,43723073,,0x87861205,2,c730,12487,
2040,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,10,65,43723073,43723073,,0xa1f2dba3,2,c530,12485,
2041,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,1,120,11,72,43723073,43723073,,0x7f382b10,2,c630,12486,
2042,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,855,16,121,0,1,1153433602,43723073,,0x3eafb2cc,2,5e1f,8030,
2043,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,28,123,0,1,43723073,43723073,,0x4232bcaa,2,f803,1016,
2044,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,28,123,1,8,43723073,43723073,,0x13f89710,2,2402,548,
2045,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,0,1,43723073,43723073,,0xce62bf5c,2,1e00,30,
2046,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,1,8,43723073,43723073,,0x461773ff,2,7800,120,
2047,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,2,15,43723073,43723073,,0x68efd1dc,2,5a00,90,
2048,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,3,22,43723073,43723073,,0x6b3c0b03,2,1e00,30,
2049,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,4,29,43723073,43723073,,0x7b71de03,2,3c00,60,
2050,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,5,36,43723073,43723073,,0x2fba29dc,2,5000,80,
2051,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,6,43,43723073,43723073,,0x438e4fe6,2,0a00,10,
2052,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,7,50,43723073,43723073,,0x5ea09ecd,2,2c01,300,
2053,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,8,88,43723073,43723073,charaWork/commandDetailForSelf,0xb1cbe069,1,01,1,
2054,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,9,94,43723073,43723073,charaWork/commandDetailForSelf,0xf8a7dab1,1,03,3,
2055,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,856,29,124,10,100,43723073,43723073,charaWork/commandDetailForSelf,0x20fe7d3f,1,03,3,
2056,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,0,1,1153446875,43723073,,0xc0f66df7,4,3e0a5740,1079446078,3.36000013
2057,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,1,10,1153446875,43723073,,0xe14b0ca8,1,01,1,
2058,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,2,16,1153446875,43723073,,0x2138fd71,1,01,1,
2059,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,3,22,1153446875,43723073,,0x7b675313,1,01,1,
2060,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,4,28,1153446875,43723073,,0xfbfbcfb1,1,01,1,
2061,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,5,34,1153446875,43723073,,0x4232bcaa,2,3a01,314,
2062,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,6,41,1153446875,43723073,,0x7bcdfb69,2,3a01,314,
2063,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,7,48,1153446875,43723073,,0x13f89710,2,1801,280,
2064,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,8,55,1153446875,43723073,,0x3c95d5c5,2,1801,280,
2065,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,9,62,1153446875,43723073,,0x7532ce24,1,03,3,
2066,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,10,68,1153446875,43723073,,0x584fcfe3,1,03,3,
2067,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,11,74,1153446875,43723073,,0x96063588,2,0e00,14,
2068,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,884,17,125,12,81,1153446875,43723073,,0x8e9c05be,1,01,1,
2069,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,0,1,1153433787,43723073,,0xc0f66df7,4,00005840,1079508992,3.375
2070,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,1,10,1153433787,43723073,,0xe14b0ca8,1,01,1,
2071,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,2,16,1153433787,43723073,,0x2138fd71,1,01,1,
2072,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,3,22,1153433787,43723073,,0x7b675313,1,01,1,
2073,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,4,28,1153433787,43723073,,0xfbfbcfb1,1,01,1,
2074,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,5,34,1153433787,43723073,,0x4232bcaa,2,d700,215,
2075,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,6,41,1153433787,43723073,,0x7bcdfb69,2,d700,215,
2076,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,7,48,1153433787,43723073,,0x13f89710,2,f000,240,
2077,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,8,55,1153433787,43723073,,0x3c95d5c5,2,f000,240,
2078,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,9,62,1153433787,43723073,,0x7532ce24,1,07,7,
2079,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,10,68,1153433787,43723073,,0x584fcfe3,1,07,7,
2080,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,11,74,1153433787,43723073,,0x96063588,2,0c00,12,
2081,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,893,0,126,12,81,1153433787,43723073,,0x8e9c05be,1,01,1,
2082,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,0,1,1153443754,43723073,,0xc0f66df7,4,00005840,1079508992,3.375
2083,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,1,10,1153443754,43723073,,0xe14b0ca8,1,01,1,
2084,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,2,16,1153443754,43723073,,0x2138fd71,1,01,1,
2085,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,3,22,1153443754,43723073,,0x7b675313,1,01,1,
2086,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,4,28,1153443754,43723073,,0xfbfbcfb1,1,01,1,
2087,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,5,34,1153443754,43723073,,0x4232bcaa,2,d700,215,
2088,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,6,41,1153443754,43723073,,0x7bcdfb69,2,d700,215,
2089,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,7,48,1153443754,43723073,,0x13f89710,2,f000,240,
2090,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,8,55,1153443754,43723073,,0x3c95d5c5,2,f000,240,
2091,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,9,62,1153443754,43723073,,0x7532ce24,1,07,7,
2092,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,10,68,1153443754,43723073,,0x584fcfe3,1,07,7,
2093,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,11,74,1153443754,43723073,,0x96063588,2,0c00,12,
2094,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,897,17,127,12,81,1153443754,43723073,,0x8e9c05be,1,01,1,
2095,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,0,1,1153443751,43723073,,0xc0f66df7,4,33333b40,1077621555,2.92499995
2096,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,1,10,1153443751,43723073,,0xe14b0ca8,1,01,1,
2097,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,2,16,1153443751,43723073,,0x2138fd71,1,01,1,
2098,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,3,22,1153443751,43723073,,0x7b675313,1,01,1,
2099,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,4,28,1153443751,43723073,,0xfbfbcfb1,1,01,1,
2100,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,5,34,1153443751,43723073,,0x4232bcaa,2,af00,175,
2101,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,6,41,1153443751,43723073,,0x7bcdfb69,2,af00,175,
2102,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,7,48,1153443751,43723073,,0x13f89710,2,c800,200,
2103,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,8,55,1153443751,43723073,,0x3c95d5c5,2,c800,200,
2104,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,9,62,1153443751,43723073,,0x7532ce24,1,07,7,
2105,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,10,68,1153443751,43723073,,0x584fcfe3,1,07,7,
2106,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,11,74,1153443751,43723073,,0x96063588,2,0a00,10,
2107,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,898,14,128,12,81,1153443751,43723073,,0x8e9c05be,1,01,1,
2108,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,0,1,1153433744,43723073,,0xc0f66df7,4,00005840,1079508992,3.375
2109,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,1,10,1153433744,43723073,,0xe14b0ca8,1,01,1,
2110,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,2,16,1153433744,43723073,,0x2138fd71,1,01,1,
2111,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,3,22,1153433744,43723073,,0x7b675313,1,01,1,
2112,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,4,28,1153433744,43723073,,0xfbfbcfb1,1,01,1,
2113,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,5,34,1153433744,43723073,,0x4232bcaa,2,d700,215,
2114,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,6,41,1153433744,43723073,,0x7bcdfb69,2,d700,215,
2115,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,7,48,1153433744,43723073,,0x13f89710,2,f000,240,
2116,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,8,55,1153433744,43723073,,0x3c95d5c5,2,f000,240,
2117,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,9,62,1153433744,43723073,,0x7532ce24,1,07,7,
2118,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,10,68,1153433744,43723073,,0x584fcfe3,1,07,7,
2119,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,11,74,1153433744,43723073,,0x96063588,2,0c00,12,
2120,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,904,17,129,12,81,1153433744,43723073,,0x8e9c05be,1,01,1,
2121,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,0,1,1153433728,43723073,,0xc0f66df7,4,99994940,1078565273,3.14999986
2122,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,1,10,1153433728,43723073,,0xe14b0ca8,1,01,1,
2123,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,2,16,1153433728,43723073,,0x2138fd71,1,01,1,
2124,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,3,22,1153433728,43723073,,0x7b675313,1,01,1,
2125,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,4,28,1153433728,43723073,,0xfbfbcfb1,1,01,1,
2126,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,5,34,1153433728,43723073,,0x4232bcaa,2,c200,194,
2127,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,6,41,1153433728,43723073,,0x7bcdfb69,2,c200,194,
2128,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,7,48,1153433728,43723073,,0x13f89710,2,dc00,220,
2129,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,8,55,1153433728,43723073,,0x3c95d5c5,2,dc00,220,
2130,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,9,62,1153433728,43723073,,0x7532ce24,1,07,7,
2131,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,10,68,1153433728,43723073,,0x584fcfe3,1,07,7,
2132,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,11,74,1153433728,43723073,,0x96063588,2,0b00,11,
2133,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,17,130,12,81,1153433728,43723073,,0x8e9c05be,1,01,1,
2134,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,0,1,1153433736,43723073,,0xc0f66df7,4,99994940,1078565273,3.14999986
2135,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,1,10,1153433736,43723073,,0xe14b0ca8,1,01,1,
2136,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,2,16,1153433736,43723073,,0x2138fd71,1,01,1,
2137,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,3,22,1153433736,43723073,,0x7b675313,1,01,1,
2138,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,4,28,1153433736,43723073,,0xfbfbcfb1,1,01,1,
2139,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,5,34,1153433736,43723073,,0x4232bcaa,2,c200,194,
2140,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,6,41,1153433736,43723073,,0x7bcdfb69,2,c200,194,
2141,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,7,48,1153433736,43723073,,0x13f89710,2,dc00,220,
2142,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,8,55,1153433736,43723073,,0x3c95d5c5,2,dc00,220,
2143,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,9,62,1153433736,43723073,,0x7532ce24,1,07,7,
2144,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,10,68,1153433736,43723073,,0x584fcfe3,1,07,7,
2145,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,11,74,1153433736,43723073,,0x96063588,2,0b00,11,
2146,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,906,35,131,12,81,1153433736,43723073,,0x8e9c05be,1,01,1,
2147,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,0,1,1153446313,43723073,,0xc0f66df7,4,3e0a5740,1079446078,3.36000013
2148,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,1,10,1153446313,43723073,,0xe14b0ca8,1,01,1,
2149,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,2,16,1153446313,43723073,,0x2138fd71,1,01,1,
2150,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,3,22,1153446313,43723073,,0x7b675313,1,01,1,
2151,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,4,28,1153446313,43723073,,0xfbfbcfb1,1,01,1,
2152,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,5,34,1153446313,43723073,,0x4232bcaa,2,3a01,314,
2153,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,6,41,1153446313,43723073,,0x7bcdfb69,2,3a01,314,
2154,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,7,48,1153446313,43723073,,0x13f89710,2,1801,280,
2155,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,8,55,1153446313,43723073,,0x3c95d5c5,2,1801,280,
2156,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,9,62,1153446313,43723073,,0x7532ce24,1,03,3,
2157,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,10,68,1153446313,43723073,,0x584fcfe3,1,03,3,
2158,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,11,74,1153446313,43723073,,0x96063588,2,0e00,14,
2159,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,907,15,132,12,81,1153446313,43723073,,0x8e9c05be,1,01,1,
2160,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,17,133,0,1,1153433636,43723073,,0xe14b0ca8,1,01,1,
2161,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,17,133,1,7,1153433636,43723073,,0x2138fd71,1,01,1,
2162,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,17,133,2,13,1153433636,43723073,,0x03cf5b58,2,224e,20002,
2163,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,17,133,3,20,1153433636,43723073,,0x40e25304,1,06,6,
2164,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,0,1,1153433691,43723073,,0xc0f66df7,4,99994940,1078565273,3.14999986
2165,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,1,10,1153433691,43723073,,0xe14b0ca8,1,01,1,
2166,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,2,16,1153433691,43723073,,0x2138fd71,1,01,1,
2167,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,3,22,1153433691,43723073,,0x7b675313,1,01,1,
2168,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,4,28,1153433691,43723073,,0xfbfbcfb1,1,01,1,
2169,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,5,34,1153433691,43723073,,0x4232bcaa,2,c200,194,
2170,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,6,41,1153433691,43723073,,0x7bcdfb69,2,c200,194,
2171,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,7,48,1153433691,43723073,,0x13f89710,2,dc00,220,
2172,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,8,55,1153433691,43723073,,0x3c95d5c5,2,dc00,220,
2173,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,9,62,1153433691,43723073,,0x7532ce24,1,07,7,
2174,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,10,68,1153433691,43723073,,0x584fcfe3,1,07,7,
2175,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,11,74,1153433691,43723073,,0x96063588,2,0b00,11,
2176,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,911,35,134,12,81,1153433691,43723073,,0x8e9c05be,1,01,1,
2177,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,912,14,135,0,1,1153446312,43723073,,0xc0f66df7,4,00005840,1079508992,3.375
2178,gridania_to_coerthas.pcapng,zone-mechanic-cross-zone-travel,0,912,14,135,1,10,1153446312,43723073,,0xe14b0ca8,1,01,1,
